case,ID,ENTRYTYPE,author,year,title,volume,number,pages,abstract,doi,series,search_set,container_title,author_full
id_0004151;id_0070996,id_0004151,article,schweisheimer,1972,anthropoid apes help solve problem mental depression,67,44,1457-1458,,,,,med klin,SchweisheimerW.
id_0004151;id_0070996,id_0070996,article,schweisheimer,1972,anthropoid apes help solve problem mental depression,,1947,1457-1458,,,,,med klin,SchweisheimerW.
id_0004320;id_0071009,id_0004320,article,kohli kishor,1965,anticonvulsantactivityofhydroxylamine,,1,24-32,the anticonvulsant effect of hydroxylamine was studied in rats pretreated with me thylene blue to minimise the methemoglobineznia. hydroxylamine in doses of 80 mg.kg. and above produced marked central depression as reflected by the ataxia and loss of prehensile and righting reflexes. after 50 mg.kg. doses of hydroxylamine. which did not produce gross neurotoxic effects there was 60 to 80 protection against various convulsive procedures and a concomitant decrease in mortality,,,,arch,KohliR.P.KishorK.
id_0004320;id_0071009,id_0071009,article,kohli kishor,1965,anticonvulsant activity hydroxylamine,,1,89-93,the anticonvulsant effect of hydroxylamine was studied in rats pretreated with methylene blue to minimise the methemoglobinemia. hydroxylamine in doses of 80 mg. kg. and above produced marked central depression as reflected by the ataxia and loss of prehensile and righting reflexes. after 50 mg. kg. doses of hydrexylamine which did not produre gross neurotoxic effects there was 60 to 80 protection against various convulsive procedures and a concomitant decrease in mortality,,,,arch int phar ther,KohliR.P.KishorK.
id_0004334;id_0071020,id_0004334,article,stern,2010,antidepressant action ketamine,3,136,24,,101126/scisignal3136ec259,,,sci sign,SternP.R.
id_0004334;id_0071020,id_0071020,article,stern,2010,antidepressant action ketamine,,136,259,,,,,sci sign,SternP.R.
id_0005082;id_0071422,id_0005082,article,schipke heuser peters,2009,antidepressants act glia cells calcium responses astrocytes citalopram fluoxetine mouse brain,,,72-73,synaptic transmission is directly influenced by astrocytes the most numerous cell type in the mammalian brain. an active role for astrocytes in memory processing is more and more recognized but the role of astrocytes in mood disorders has yet to be elucidated. the pathophysiological basis of major depressive disorder mdd and the modes of action of antidepressant drugs especially of serotonin 5ht reuptake inhibitors ssris are not completely understood. methods we loaded astrocytes in acute slices of the mouse prefrontal cortex with the calciumsensitive dye fluo4 and analyzed the astrocyte calcium responses to stimulation with the ssris citalopram fluoxetine or 5ht directly. results we found that in acute slices of the mouse prefrontal cortex the ssris citalopram and fluoxetine induce calcium signals in a subset of astrocytes also when neuronal signal propagation is inhibited. the calcium transients in individual astrocytes occur delayed and not all at once in contrast to a classical astrocytic calcium response to atp or glutamate. these calcium responses were also observed after the application of 5ht. responses to 5ht could mostly not be evoked twice. using pharmacological approaches we determined glutamate as a substance that leads to the modulation of the 5htinduced calcium signal in astrocytes. conclusions thus responses to stimulation of glutamatergic and serotonergic receptors on astrocytes are functionally interfering. we speculate that this neuronglia interaction which may play a role in the disturbed balance of neurotransmitter systems in mdd is modified by citalopram and fluoxetine,,,,biol psyc,SchipkeC.G.HeuserI.PetersO.
id_0005082;id_0071422,id_0071422,article,schipke heuser peters,2009,antidepressants act glia cells calcium responses astrocytes citalopram fluoxetine mouse brain,,,71,synaptic transmission is directly influenced by astrocytes the most numerous cell type in the mammalian brain. an active role for astro cytes in memory processing is more and more recognized but the role of astrocytes in mood disorders has yet to be elucidated. also the path ophysiological basis of major depressive disorder mdd and the modes of action of antidepressant drugs especially of serotonin 5ht reup take inhibitors ssris are not completely understood. in order to investigate the role of astrocytes in mdd and the mode of action of ssris we loaded astrocytes in acute slices of the mouse pre frontal cortex with the calciumsensitive dye fluo4 and analyzed the astrocyte calcium responses to stimulation with the ssris citalopram fluoxetine or 5ht directly. we found that in acute slices of the mouse prefrontal cortex the ssris citalopram and fluoxetine induce calcium signals in a subset of astrocytes also when neuronal signal propagation is inhibited. the calcium transients in individual astrocytes occur delayed and not all at once in contrast to a classical astrocytic calcium response to atp or glutamate. these calcium responses were also observed after the application of 5 ht. responses to 5ht could mostly not be evoked twice. using pharmacological approaches we determined glutamate as a substance that leads to the modulation of the 5htinduced calcium signal in astrocytes. thus responses to stimulation of glutamatergic and serotonergic receptors on astrocytes are functionally interfering. we speculate that this neuronglia interaction which may play a role in the disturbed balance of neurotransmitter systems in mdd is modified by citalopram and fluoxetine,,,,glia,SchipkeC.HeuserI.PetersO.
id_0005177;id_0071455,id_0005177,article,haydon,2014,antidepressivelike effects sleep deprivation require astrocyte neuron communication at tripartite synapse,,,55-56,current pharmacological treatments for major depressive disorder take weeks for clinical efficacy limiting the ability to bring instant relief to suicidal patients. in contrast a nonpharmacological intervention that rapidly alleviates symptoms of depression is a night of total sleep deprivation which is effective in 60 of depressed patients. as the effects of sleep deprivation on depression are not long lasting sleep deprivation is not always used clinically. however if the mechanism mediating this action were identified it might be possible to develop therapeutics that target this pathway as a new treatment for certain forms of depression. methods depressivelike behaviors were assessed using forced swim tail suspension and sucrose consumption. mice were sleep deprived for 12 hours and consequences on depressive like behaviors were assessed. using molecular genetics and pharmacological approaches we determined the contribution of the astrocyte and adenosine signaling to the antidepressivelike effects of sleep deprivation. results we demonstrate an essential role for the astrocyte in mediating the antidepressivelike effects of sleep deprivation and that these glia exert this effect by controlling extracellular adenosine which acts through adenosine 1 receptor. current studies are identifying glial targets that regulate extracellular adenosine in the brain with the long term view of developing pharmacological interventions that will lead to elevated adenosine and rapid antidepressive consequences. conclusions sleep deprivation modulates depressivelike behaviors in mice and these effects require the astrocyte adenosine signaling pathway that contributes to the control of sleep homeostasis,,,,neur,HaydonP.
id_0005177;id_0071455,id_0071455,article,haydon,2014,antidepressivelike effects sleep deprivation require astrocyte neuron communication at tripartite synapse,,,156,current pharmacological treatments for major depressive disorder take weeks for clinical efficacy limiting the ability to bring instant relief to suicidal patients. in contrast a nonpharmacological intervention that rapidly alleviates symptoms of depression is a night of total sleep deprivation which is effective in 60 of depressed patients. the purpose of this study was to identify the mechanism mediating this action of sleep deprivation methods we used a combination of cell specific molecular genetics and in vivo pharmacology in mice together with behavioral tests including the forcedswim and tailsuspension tests as a readout for the effects of sleep deprivation on depressivelike behaviors in order to identify the pathway that is required for sleep deprivation to exert its antidepressivelike effects. results we demonstrate an essential role for the astrocyte in mediating the antidepressivelike effects of sleep deprivation and that these glia exert this effect by controlling extracellular adenosine which acts through adenosine 1 receptor. conclusions current studies are identifying glial targets that regulate extracellular adenosine in the brain with the long term view of developing pharmacological interventions that will lead to elevated adenosine and rapid antidepressive consequences,,,,biol psyc,HaydonP.G.
id_0006485;id_0071688,id_0006485,article,burt craig milanetti quigley gozdziak bucha testori halverson,2010,autologous nonmyeloablative hematopoietic stem cell transplantation patients severe anti tnf refractory crohn disease long term follow up,116,26,23,we evaluated the safety and clinical outcome of autologous nonmyeloablative hematopoietic stem cell transplantation hsct in patients with severe crohn disease cd defined as a crohn disease activity index cdai greater than 250 andor crohn severity index greater than 16 despite antitumor necrosis factor therapy. stem cells were mobilized from the peripheral blood using cyclophosphamide 2.0 gm 2 and gcsf 10 mugkgday enriched ex vivo by cd34 selection and reinfused after immune suppressive conditioning with cyclophosphamide 200 mgkg and either equine antithymocyte globulin atg 90 mgkg or rabbit atg 6 mgkg. eighteen of 24 patients are 5 or more years after transplantation. all patients went into remission with a cdai less than 150. the percentage of clinical relapsefree survival defined as the percent free of restarting cd medical therapy after transplantation is 91 at 1 year 63 at 2 years 57 at 3 years 39 at 4 years and 19 at 5 years. the percentage of patients in remission cdai 150 steroidfree or medicationfree at any posttransplantation evaluation interval more than 5 years after transplantation has remained at or greater than 70 80 and 60 respectively. this trial was registered at www.clinicaltrials.gov as nct0027853,101182/blood_2010_06_292391,,,bloo,BurtR.K.CraigR.M.MilanettiF.QuigleyK.GozdziakP.BuchaJ.TestoriA.HalversonA.VerdaL.De VilliersW.J.S.JovanovicB.OyamaY.
id_0006485;id_0071688,id_0071688,article,burt craig milanetti quigley gozdziak bucha testori halverson,2010,autologous nonmyeloablative hematopoietic stem cell transplantation patients severe anti tnf refractory crohn disease long term follow up,,26,6123-6132,we evaluated the safety and clinical outcome of autologous nonmyeloablative hematopoietic stem cell transplantation hsct in patients with severe crohn disease cd defined as a crohn disease activity index cdai greater than 250 andor crohn severity index greater than 16 despite antitumor necrosis factor therapy. stem cells were mobilized from the peripheral blood using cyclophosphamide 2.0 gm2 and gcsf 10 mugkgday enriched ex vivo by cd34 selection and reinfused after immune suppressive conditioning with cyclophosphamide 200 mgkg and either equine antithymocyte globulin atg 90 mgkg or rabbit atg 6 mgkg. eighteen of 24 patients are 5 or more years after transplantation. all patients went into remission with a cdai less than 150. the percentage of clinical relapsefree survival defined as the percent free of restarting cd medical therapy after transplantation is 91 at 1 year 63 at 2 years 57 at 3 years 39 at 4 years and 19 at 5 years. the percentage of patients in remission cdai 150 steroidfree or medicationfree at any posttransplantation evaluation interval more than 5 years after transplantation has remained at or greater than 70 80 and 60 respectively. this trial was registered at www.clinicaltrials.gov as nct0027853,,,,bloo,BurtR.K.CraigR.M.MilanettiF.QuigleyK.GozdziakP.BuchaJ.TestoriA.HalversonA.VerdaL.De VilliersW.J.S.JovanovicB.OyamaY.
id_0006705;id_0006706,id_0006705,article,toscano grisanti fioriello,1976,basic derivatives 67 dihydroindolo[17 ab][1]benzazepine 6h indolo[71 cd][15]benzoxazepine potential antidepressant agents,,2,208-213,basic derivatives of 67 dihydroindolo17ab1 benzazepine and 6hindolol71cd15benzoxazepine incorporating the imipramine basic side chain were synthetized and screened for antidepressant activity in mice. with few exceptions the compounds unsubstituted at c2 antagonized reserpine induced ptosis and hypothermia showing negligible anticholinergic and antihistaminic properties. the compound 12nmethylnbenzylaminoethyl67 dihydroindolo17ab1benzazepine had the highest toxicity activity ratio,,,,j med chem,ToscanoL.GrisantiG.FiorielloG.
id_0006705;id_0006706,id_0006706,article,toscano grisanti fioriello seghetti bianchetti bossoni riva,1976,basic derivatives 67 dihydroindolo 17 ab 1 benzazepine 6h indolo 71 cd 15 benzoxazepine potential antidepressant agents,19,2,208-213,basic derivatives of 67dihydroindolo17ab1benzazepine and 6hindolo71cd15benzoxazepine incorporating the imipramine basic side chain were synthesized and screened for antidepressant activity in mice. with few exceptions the compounds unsubstituted at c2 antagonized reserpineinduced ptosis and hypothermia showing negligible anticholinergic and antihistaminic properties. the compound 12nmethylnbenzylaminoethyl67dihydroindolo17ab1benzazepine had the highest toxicityactivity ratio,,,,j med chem,ToscanoL.GrisantiG.FiorielloG.SeghettiE.BianchettiA.BossoniG.RivaM.
id_0007388;id_0007389,id_0007388,article,dias feng sun shao mazeirobison damezwerno scobie bagot,2014,beta catenin mediates stress resilience through dicer1 microrna regulation,516,7529,51-55,betacatenin is a multifunctional protein that has an important role in the mature central nervous system its dysfunction has been implicated in several neuropsychiatric disorders including depression. here we show that in mice betacatenin mediates proresilient and anxiolytic effects in the nucleus accumbens a key brain reward region an effect mediated by d2type medium spiny neurons. using genomewide betacatenin enrichment mapping we identify dicer1important in small rna for example microrna biogenesisas a betacatenin target gene that mediates resilience. small rna profiling after excising betacatenin from nucleus accumbens in the context of chronic stress reveals betacatenindependent microrna regulation associated with resilience. together these findings establish betacatenin as a critical regulator in the development of behavioural resilience activating a network that includes dicer1 and downstream micrornas. we thus present a foundation for the development of novel therapeutic targets to promote stress resilience,101038/nature13976,,,nat,DiasC.FengJ.SunH.ShaoN.Y.Mazei-RobisonM.S.Damez-WernoD.ScobieK.BagotR.LabonteB.RibeiroE.LiuX.KennedyP.VialouV.FergusonD.PenaC.CalipariE.S.KooJ.W.MouzonE.GhoseS.TammingaC.NeveR.ShenL.NestlerE.J.
id_0007388;id_0007389,id_0007389,article,dias feng sun shao mazeirobison damezwerno scobie bagot,2015,beta catenin mediates stress resilience through dicer1 microrna regulation,,729,1-5,betacatenin is a multifunctional protein that has an important role in the mature central nervous system its dysfunction has been implicated in several neuropsychiatric disorders including depression. here we show that in mice betacatenin mediates proresilient and anxiolytic effects in the nucleus accumbens a key brain reward region an effect mediated by d2type medium spiny neurons. using genomewide betacatenin enrichment mapping we identify dicer1important in small rna for example microrna biogenesisas a betacatenin target gene that mediates resilience. small rna profiling after excising betacatenin from nucleus accumbens in the context of chronic stress reveals betacatenindependent microrna regulation associated with resilience. together these findings establish betacatenin as a critical regulator in the development of behavioural resilience activating a network that includes dicer1 and downstream micrornas. we thus present a foundation for the development of novel therapeutic targets to promote stress resilience,,,,nat,DiasC.FengJ.SunH.ShaoN.Y.Mazei-RobisonM.S.Damez-WernoD.ScobieK.BagotR.LabonteB.RibeiroE.LiuX.KennedyP.VialouV.FergusonD.PenaC.CalipariE.S.KooJ.W.MouzonE.GhoseS.TammingaC.NeveR.ShenL.NestlerE.J.
id_0007681;id_0007682,id_0007681,article,takahashi tachiki nishiwaki,1976,biochemical basis animal model depressive illness preliminary report,,2,207-218,biochemical analyses of brain samples of an animal model of depression indicate that the state of motionlessness observed in response to a conditioned stimulus was due to an excess in functional activity of serotonin. an excess functional activity of serotonin may be directly responsible for human depressive illness. this conflicting conclusion to the currently popular theories of serotonin deficiency was discussed with reference to the animal and clinical data in the literature which are consistent with the conclusion,,,,foli psyc neur japo,TakahashiR.TachikiK.H.NishiwakiK.
id_0007681;id_0007682,id_0007682,article,takahashi tachiki nishiwaki nakamura tateishi,1976,biochemical basis animal model depressive illness preliminary report,30,2,208-218,biochemical analyses of brain samples of an animal model of depression indicate the state of motionlessness observed in response to a conditioned stimulus was due to an excess in functional activity of serotonin. an excess functional activity of serotonin may be directly responsible for human depressive illness. this conflicting conclusion to the currently popular theories of serotonin deficiency was discussed with reference to the animal and clinical data in the literature which are consistent with the conclusion,,,,foli psyc neur jpn,TakahashiR.TachikiK.H.NishiwakiK.NakamuraE.TateishiT.
id_0008225;id_0072013,id_0008225,article,shu xiao tang wang zhang wang,2015,blunted behavioral molecular responses chronic mild stress adult rats experience infancy maternal separation,235,2,81-87,childhood adversity has profound and persistent effects on brain functions and has been implicated in the etiology of depression. brainderived neurotrophic factor bdnf and camp response elementbinding protein creb play critical roles during brain development to maintain neuronal function and structural integrity in adulthood. we therefore investigated the longterm effects of early life adversity on the depressionrelated behavior and the expression of bdnf and creb in the hippocampus. male spraguedawley newborn rats were subjected to maternal separation for 3 hday on postnatal days 214. after the postnatal day 90 rats with or without the experience of infancy maternal separation received a series of unpredictable chronic mild stress cms for 21 days. sucrose preference and spontaneous activity in the open field test were recorded and the expression of bdnf and creb in the hippocampus was measured by realtime rtpcr and western blot analyses. before exposure to cms the rats with maternal separation showed the significant decreases in sucrose preference spontaneous activity and hippocampal expression of bdnf and creb compared to the animals without maternal separation. in contrast the rats without maternal separation showed greater decreases of the above indictors after cms the levels of which were lower than those observed in the rats with maternal separation. thus early life adversity leads to longterm decreases in the capacity of enjoying sweetness spontaneous activity and hippocampal expression of bdnf and creb. moreover childhood neglect may decrease the neurobehavioral plasticity thereby blunting the responses to adulthood stress and increasing the susceptibility to depression,101620/tjem23581,,,toho j exp med,ShuC.XiaoL.TangJ.WangG.ZhangX.WangX.
