case,ID,ENTRYTYPE,author,year,title,volume,number,pages,abstract,doi,series,search_set,container_title,author_full
id_0004746;id_0026769,id_0004746,article,radzi ismail alias,2018,tocotrienols regulate bone loss through suppression osteoclast differentiation activity systematic review,19,9,1095-1107,there are accumulating studies reporting that vitamin e in general exhibits bone protective effects. this systematic review however discusses the effects of a group of vitamin e isomers tocotrienols in preventing bone loss through osteoclast differentiation and activity suppression. objective this review is aimed to discuss the literature reporting the effects of tocotrienols on osteoclasts the cells specialized for resorbing bone. results out of the total 22 studies from the literature search only 11 of them were identified as relevant which comprised of eight animal studies two in vitro studies and only one combination of both. the in vivo studies indicated that tocotrienols improve the bone health and reduce bone loss via inhibition of osteoclast formation and resorption activity which could be through regulation of rankl and opg expression as seen from their levels in the sera. this is well supported by data from the in vitro studies demonstrating the suppression of osteoclast formation and resorption activity following treatment with tocotrienol isomers. conclusion thus tocotrienols are suggested to be potential antioxidants for prevention and treatment of bonerelated diseases characterized by increased bone loss,102174/1389450119666180207092539,,,curr drug targ,Radzi N. F. M.Ismail N. A. S.Alias E.
id_0004746;id_0026769,id_0026769,article,radzi ismail alias,2018,tocotrienols regulate bone loss through suppression osteoclast differentiation activity systematic review,19,9,1087-1094,there are accumulating studies reporting that vitamin e in general exhibits bone protective effects. this systematic review however discusses the effects of a group of vitamin e isomers tocotrienols in preventing bone loss through osteoclast differentiation and activity suppression. objectives this review is aimed to discuss the literature reporting the effects of tocotrienols on osteoclasts the cells specialized for resorbing bone. results out of the total 22 studies from the literature search only 11 of them were identified as relevant which comprised of eight animal studies two in vitro studies and only one combination of both. the in vivo studies indicated that tocotrienols improve the bone health and reduce bone loss via inhibition of osteoclast formation and resorption activity which could be through regulation of rankl and opg expression as seen from their levels in the sera. this is well supported by data from the in vitro studies demonstrating the suppression of osteoclast formation and resorption activity following treatment with tocotrienol isomers. conclusions thus tocotrienols are suggested to be potential antioxidants for prevention and treatment of bonerelated diseases characterized by increased bone loss,102174/1389450118666180516122517,,,curr drug targ,Radzi N. F. M.Ismail N. A. S.Alias E.
id_0005784;id_0005785,id_0005784,article,swedishcouncilonhealthtechnologyassessment,2007,sbu systematic review summaries,,,,this report presents the scientific evidence for the methods currently used or in the process of being adopted to detect fetal chromosomal and structural abnormalities during early pregnancy. medical social psychological ethical health economic quality assurance and safety aspects of early prenatal diagnosis were analysed. this summary reviews the questions addressed and the most important conclusions reached in each chapter of the report. in the first section sbus main conclusions are presented. conclusions a combined test of ultrasound nuchal translucency measurement and maternal serum biochemistry biochemical screening in early pregnancy 1014 gestational weeks along with maternal age is the clinically evaluated method of assessing the probability of fetal down syndrome that gives the best balance between the percentage of detected cases and falsepositive results strong scientific evidence. maternal serum biochemistry with four markers quadruple test is the clinically evaluated method of assessing the probability of fetal down syndrome that in the second trimester gives the best balance between the percentage of detected cases and falsepositive results strong scientific evidence. all the methods nuchal translucency measurement maternal serum biochemistry in the second trimester and the combined test for assessing the probability of fetal down syndrome examined by this report and evaluated in clinical practice gives a better balance between the percentage of detected cases and falsepositive results than maternal age alone. thus the use of these methods requires fewer amniocenteses and chorionic villus samplings per detected cases of down syndrome than maternal age alone strong scientific evidence. use of the interphase fluorescence in situ hybridization fish test or quantitative fluorescent polymerase chain reaction qf pcr is essentially as accurate as full karyotyping for detecting aneuploidies in chromosomes 13 18 21 x and y strong scientific evidence. normal results on the rapid fish test or qfpcr in prenatal diagnosis leave a residual possibility of fetal chromosomal abnormalities. in approximately 0.9 of all amniocenteses and chorionic villus samplings a full karyotype analysis will detect a chromosomal abnormality missed by the rapid fish test or qfpcr. for chromosomal abnormalities of clinical significance the figure is 0.4 strong scientific evidence. fewer congenital abnormalities including heart defects appear to be detected when a routine ultrasound examination is performed at 12 instead of 18 gestational weeks. that is the case even if the 12week examination includes nuchal translucency measurement and if increased nuchal translucency or greater probability of chromosomal abnormalities according to nuchal translucency is an indication for a comprehensive fetal anatomy at 1822 gestational weeks. however the scientific evidence is insufficient to draw a reliable conclusion in this regard. no detrimental impact of ultrasound exposure during the second trimester has been demonstrated on childrens growth vision or hearing or their neurological cognitive or speech development. no correlation has been demonstrated between prenatal ultrasound exposure and childhood malignancies strong scientific evidence. a metaanalysis of randomized trials have not shown any difference with respect to the frequency of nonright handedness left handedness or no clear preference between controls and groups assigned to in utero exposure to ultrasound. analyses of subpopulations and two swedish registry studies have found a correlation between such exposure and nonright handedness in boys. however the scientific evidence is insufficient to draw a reliable conclusion. invasive tests amniocentesis and chorionic villus sampling increase the risk of fetal loss. the best available estimate which concerns fetal loss after late amniocentesis 15 or more completed gestational weeks indicates a 1 percentage point increase in the risk. most of these losses are miscarriages moderately strong scientific evidence. pregnant women prefer individual to group information. audio or video information appears to improve their knowledge and understanding somewhat more effectively than letters and brochures. however most studies reveal inadequacies when it comes to providing information to women prior to prenatal diagnosis. the women are not sufficiently knowledgeable particularly with respect to the purpose and the potential implications of the results to make a wellfounded decision about whether or not to undergo testing. it is especially difficult for them to understand that nuchal translucency measurement with ultrasound and an evaluation of markers is part of a probability assessment rather than a final diagnosis strong scientific evidence. most pregnant women want to obtain early information and prefer screening in the first trimester strong scientific evidence. greater knowledge does not make pregnant women more anxious. the information required to minimize their stress and anxiety levels should be communicated in the same way as that which is provided prior to other medical interventions. increased anxiety prior to prenatal diagnosis while waiting for the results or after obtaining notification of detected or of increased probability of abnormalities is a natural reaction on the part of the woman andor her partner strong scientific evidence,,,,,Swedish Council on Health Technology Assessment
id_0005784;id_0005785,id_0005785,article,swedishcouncilonhealthtechnologyassessment,2007,sbu systematic review summaries,,,,conclusions the primary objective of the project was to systematically examine the scientific evidence for the benefits and risks of fortifying flour with folic acid. benefits refer to the possibility that the incidence of neural tube defects ntds is lower with fortification than without fortification. risks refer to the possibility that a higher intake of folic acid increases the likelihood of twin pregnancy. other possible effects of fortification were not included in the examination. the main conclusion of the swedish council on technology assessment in health care is that mandatory fortification of flour with folic acid cannot be unequivocally recommended based on the scientific evidence in this report.an overall assessment indicates that fortification reduces the incidence of ntds moderately strong scientific evidence. due to uncertainty about the extent to which pregnancies that are terminated due to diagnosed ntds are underreported in both sweden and countries from which the results of fortification are available promising how much ntds can decrease in sweden is not deemed reasonable.the results concerning the association between folic acid intake and the risk of twin pregnancy are conflicting contradictory scientific evidence. the results that have been presented on the effects of fortifying flour do not indicate that the incidence of twin births would increase. however data from randomised controlled trials suggest a possible increase. if so larger doses of folic acid would be involved than have been of interest for fortification so far. the results of a large prospective cohort study which administered the same dose as two of the controlled trials and controlled well for potential sources of error do not support the hypothesis that dietary supplements with folic acid increase the risk of twin birth. the results of five observational studies four of which were based on selfreported intake of tablets containing folic acid and one of which concerned dietary intake of folate are conflicting. folates play an important role in cell production and may theoretically be expected to stimulate growth of existing tumours as well as possibly accelerate the transformation of precancerous stages to active malignancy. some animal experimental studies support that hypothesis and a few studies suggest an association between high folate levels and colorectal cancer. addressing such questions was not the objective of a systematic literature search for this report. mandatory fortification of flour with folic acid 140160 micrograms per 100 grams in sweden would probably reduce the number of ntd pregnancies. however it is not possible to determine with any degree of assurance how large the decrease would be. the main reason is uncertainty about the number of pregnancies in sweden and elsewhere that are currently terminated with the indication of ntds. assuming for the sake of argument that the reduction would be 25 foetuses with ntds would decrease from 100 to 75 late terminations would decrease from 80 to 56 and newborns with ntds would decrease from 2025 to 1520,,,,,Swedish Council on Health Technology Assessment
id_0006641;id_0027525,id_0006641,article,swanepol swanepol brown eiseb goodman keith kirsten leirs,2017,correction systematic review rodent pest research afro malagasy small holder farming systems we asking right questions,12,4,0176621,this corrects the article doi 10,101371/journalpone0176621,,,plos one,Swanepoel L. H.Swanepoel C. M.Brown P. R.Eiseb S. J.Goodman S. M.Keith M.Kirsten F.Leirs H.Mahlaba T. A. M.Makundi R. H.Malebane P.von Maltitz E. F.Massawe A. W.Monadjem A.Mulungu L. S.Singleton G. R.Taylor P. J.Soarimalala V.Belmain S. R.
id_0006641;id_0027525,id_0027525,article,,2017,correction systematic review rodent pest research afro malagasy small holder farming systems we asking right questions plos 12017123 e0174554 doi 101371 journal pone 0174554,12,0176621,,there is an error in the affiliation of the sixteenth author. grant r. singleton is not affiliated with 13. grant r. singleton is affiliated with 12 crop environmental sciences division international rice research institute metro manila philippines and 14 natural resources institute university of greenwich chatham maritime kent me4 4tb united kingdom,101371/journalpone0176621,,,plos one,Anonymous
id_0009216;id_0030651,id_0009216,article,,2016,mirabegron betmiga0 poorly effective urge urinary incontinence,25,167,8,mirabegron interacts with many other drugs via cytochrome p450 isoenzymes. it also has additive adverse effects in particular cardiac disorders when combined with antimuscarinic drugs. in view of animal data and the lack of clinical data mirabegron should not be used by women who are or may be pregnant. in practice drugs have little value in treating urinary urgency attributed to overactive bladder. the risk of adverse drug reactions is rarely justified even when the disorder is severe. antimuscarinic disorders such as dry mouth are less frequent with mirabegron than with antimuscarinic drugs. like antimuscarinic drugs mirabegron can cause cardiac arrhythmias especially tachycardia. mirabegron may also cause a dosedependent increase in blood pressure. other adverse effects include rare cases of kidney stones and rare but sometimes serious skin reactions. when a treatable cause of urinary urgency with incontinence has been ruled out and nondrug measures have failed recourse to an antimuscarinic drug is slightly effective but exposes patients to numerous potentially severe adverse effects. mirabegron betmiga0 astellas pharma a beta3 adrenergic receptor agonist is authorised for use in this setting in the european union. clinical evaluation of mirabegron is mainly based on five randomised doubleblind trials versus antimuscarinic drugs lasting 3 to 12 months and including about 8000 patients with urinary urgency. mirabegron and the antimuscarinic comparators were similarly effective even after antimuscarinic drug failure. a metaanalysis of four placebocontrolled trials including about 3500 patients suggested that mirabegron was poorly effective on average treatment prevented one episode of urinary incontinence every 2 days,,,,pres int,
id_0009216;id_0030651,id_0030651,article,,2016,mirabegron betmigadegree poorly effective urge urinary incontinence,25,167,8-9,when a treatable cause of urinary urgency with incontinence has been ruled out and nondrug measures have failed recourse to an antimuscarinic drug is slightly effective but exposes patients to numerous potentially severe adverse effects. mirabegron betmigadegree astellas pharma a beta3 adrenergic receptor agonist is authorised for use in this setting in the european union. clinical evaluation of mirabegron is mainly based on five randomised doubleblind trials versus antimuscarinic drugs lasting 3 to 12 months and including about 8000 patients with urinary urgency. mirabegron and the antimuscarinic comparators were similarly effective even after antimuscarinic drug failure. a metaanalysis of four placebocontrolled trials including about 3500 patients suggested that mirabegron was poorly effective on average treatment prevented one episode of urinary incontinence every 2 days. antimuscarinic disorders such as dry mouth are less frequent with mirabegron than with antimuscarinic drugs. like antimuscarinic drugs mirabegron can cause cardiac arrhythmias especially tachycardia. mirabegron may also cause a dosedependent increase in blood pressure. other adverse effects include rare cases of kidney stones and rare but sometimes serious skin reactions. mirabegron interacts with many other drugs via cytochrome p450 isoenzymes. it also has additive adverse effects in particular cardiac disorders when combined with antimuscarinic drugs. in view of animal data and the lack of clinical data mirabegron should not be used by women who are or may be pregnant. in practice drugs have little value in treating urinary urgency attributed to overactive bladder. the risk of adverse drug reactions is rarely justified even when the disorder is severe,,,,pres int,Anonymous
id_0009424;id_0049747,id_0009424,article,vesterinen sena egan hirst churolov currie antonic howells,2016,corrigendum meta analysis data animal studies practical guide journal neuroscience methods 221201492102,259,,156,,101016/jjneumeth201511021,,,j neur meth,Vesterinen H. M.Sena E. S.Egan K. J.Hirst T. C.Churolov L.Currie G. L.Antonic A.Howells D. W.Macleod M. R.
id_0009424;id_0049747,id_0049747,article,vesterinen sena egan hirst churolov currie antonic howells,2016,meta analysis data animal studies practical guide,259,,156,,101016/jjneumeth201511021,,,j neur meth,Vesterinen H. M.Sena E. S.Egan K. J.Hirst T. C.Churolov L.Currie G. L.Antonic A.Howells D. W.Macleod M. R.
id_0009912;id_0018644,id_0009912,article,gagyor madhok daly somasundara sullivan gammie sullivan,2015,antiviral treatment bell s palsy,,11,001869,corticosteroids are widely used in the treatment of idiopathic facial paralysis bells palsy but the effectiveness of additional treatment with an antiviral agent is uncertain. significant morbidity can be associated with severe cases of bells palsy. this review was first published in 2001 and revised several times most recently in 2009. this version replaces an update of the review in issue 7 of the cochrane library subsequently withdrawn because of an ongoing investigation into the reliability of data from an included study. objectives to assess the effects of antiviral treatments alone or in combination with any other therapy for bells palsy. search methods on 7 october 2014 we searched the cochrane neuromuscular disease group specialized register central medline embase lilacs dare nhs eed and hta. we also reviewed the bibliographies of the identified trials and contacted trial authors and known experts in the field and relevant drug companies to identify additional published or unpublished data. we searched clinical trials registries for ongoing studies. selection criteria we considered randomised controlled trials or quasirandomised controlled trials of antivirals with and without corticosteroids versus control therapies for the treatment of bells palsy. we excluded trials that had a high risk of bias in several domains. data collection and analysis pairs of authors independently assessed trials for relevance eligibility and risk of bias using standard cochrane procedures. main results ten trials including 2280 participants met the inclusion criteria and are included in the final analysis. some of the trials were small and a number were at high or unclear risk of bias. other trials did not meet current best standards in allocation concealment and blinding. incomplete recoverywe found a significant benefit from adding antivirals to corticosteroids in comparison with corticosteroids alone for people with bells palsy risk ratio rr 0.61 95 confidence interval ci 0.39 to 0.97 n 1315. for people with severe bells palsy housebrackmann scores of 5 and 6 or the equivalent in other scales we found a reduction in the rate of incomplete recovery at month six when antivirals plus corticosteroids were used compared to corticosteroids alone rr 0.64 95 ci 0.41 to 0.99 n 478. the outcome for the participants receiving corticosteroids alone was significantly better than for those receiving antivirals alone rr 2.82 95 ci 1.09 to 7.32 n 768. the treatment effect of placebo was significantly lower than that of antivirals plus corticosteroids rr 0.56 95 ci 0.41 to 0.76 n 658. antivirals alone produced no benefit compared with placebo rr 1.10 95 ci 0.87 to 1.40 n 658. motor synkinesis or crocodile tearsin two trials comparing antivirals and corticosteroids with corticosteroids and placebo that assessed this outcome we found a significant difference in longterm sequelae in favour of antivirals plus corticosteroids rr 0.56 95 ci 0.36 to 0.87 n 469. two trials comparing antivirals alone with corticosteroids alone investigating this outcome showed fewer sequelae with corticosteroids rr 1.52 95 ci 1.08 to 2.12 n 472. we found no data on longterm sequelae for other comparisons. adverse events adverse event data were available in three studies giving comparison data on 1528 participants. none of the four comparisons antivirals plus corticosteroids versus corticosteroids plus placebo or no treatment antivirals versus corticosteroids antivirals plus corticosteroids versus placebo antivirals versus placebo showed significant differences in adverse events between treatment and control arms. we could find no correlation with specific treatment within these results. authors conclusions lowquality evidence from randomised controlled trials showed a benefit from the combination of antivirals with corticosteroids compared to corticosteroids alone for the treatment of bells palsy of various degrees of severity. lowquality evidence showed a benefit of combination therapy compared with corticosteroids alone in severe bells palsy. corticosteroids alone were more effective than antivirals alone and antivirals plus corticosteroids were more effective than placebo or no treatment. there was no benefit from antivirals alone over placebo.moderatequality evidence indicated that the combination of antivirals and corticosteroids reduced sequelae of bells palsy compared with corticosteroids alone.we found no significant increase in adverse events from the use of antivirals compared with either placebo or corticosteroids based on lowquality evidence,101002/14651858cd001869pub8,,,coch data syst rev,Gagyor I.Madhok V. B.Daly F.Somasundara D.Sullivan M.Gammie F.Sullivan F.
