merged_origins
"['source_1.bib/0000001658', 'source_1.bib/0000007880']"
"['source_1.bib/0000004015', 'source_1.bib/0000007955']"
"['source_1.bib/0000000485', 'source_1.bib/0000004868']"
"['source_1.bib/0000001647', 'source_1.bib/0000004763']"
"['source_1.bib/0000001788', 'source_1.bib/0000008055']"
"['source_1.bib/0000000888', 'source_1.bib/0000006628']"
"['source_1.bib/0000002470', 'source_1.bib/0000007675']"
"['source_1.bib/0000004098', 'source_1.bib/0000005612', 'source_1.bib/0000005730']"
"['source_1.bib/0000002418', 'source_1.bib/0000006478']"
"['source_1.bib/0000004132', 'source_1.bib/0000009030']"
"['source_1.bib/0000001846', 'source_1.bib/0000005170']"
"['source_1.bib/0000000526', 'source_1.bib/0000007500']"
"['source_1.bib/0000000415', 'source_1.bib/0000005970']"
"['source_1.bib/0000000414', 'source_1.bib/0000005333']"
"['source_1.bib/0000002425', 'source_1.bib/0000007900']"
"['source_1.bib/0000003212', 'source_1.bib/0000008402']"
"['source_1.bib/0000000695', 'source_1.bib/0000008069', 'source_1.bib/0000008088']"
"['source_1.bib/0000000427', 'source_1.bib/0000006844']"
"['source_1.bib/0000000991', 'source_1.bib/0000008068']"
"['source_1.bib/0000001648', 'source_1.bib/0000008235']"
"['source_1.bib/0000001662', 'source_1.bib/0000008465']"
"['source_1.bib/0000001448', 'source_1.bib/0000007992']"
"['source_1.bib/0000004623', 'source_1.bib/0000006341']"
"['source_1.bib/0000004274', 'source_1.bib/0000006808']"
"['source_1.bib/0000001153', 'source_1.bib/0000006639']"
"['source_1.bib/0000001407', 'source_1.bib/0000008744']"
"['source_1.bib/0000001675', 'source_1.bib/0000008077']"
"['source_1.bib/0000003450', 'source_1.bib/0000006998']"
"['source_1.bib/0000004480', 'source_1.bib/0000005780']"
"['source_1.bib/0000002896', 'source_1.bib/0000005597']"
"['source_1.bib/0000003698', 'source_1.bib/0000007441']"
"['source_1.bib/0000002922', 'source_1.bib/0000006244', 'source_1.bib/0000006271']"
"['source_1.bib/0000003382', 'source_1.bib/0000007297']"
"['source_1.bib/0000000518', 'source_1.bib/0000008532']"
"['source_1.bib/0000000423', 'source_1.bib/0000009007']"
"['source_1.bib/0000000872', 'source_1.bib/0000008448']"
"['source_1.bib/0000004130', 'source_1.bib/0000008903']"
"['source_1.bib/0000002820', 'source_1.bib/0000009073']"
"['source_1.bib/0000002150', 'source_1.bib/0000007234']"
"['source_1.bib/0000000929', 'source_1.bib/0000007309']"
"['source_1.bib/0000000319', 'source_1.bib/0000008154']"
"['source_1.bib/0000003137', 'source_1.bib/0000007397']"
"['source_1.bib/0000001721', 'source_1.bib/0000005738']"
"['source_1.bib/0000001411', 'source_1.bib/0000005620']"
"['source_1.bib/0000004469', 'source_1.bib/0000005989']"
"['source_1.bib/0000001722', 'source_1.bib/0000005668']"
"['source_1.bib/0000004528', 'source_1.bib/0000006072']"
"['source_1.bib/0000001983', 'source_1.bib/0000007822']"
"['source_1.bib/0000002148', 'source_1.bib/0000005993']"
"['source_1.bib/0000002970', 'source_1.bib/0000008458']"
"['source_1.bib/0000001751', 'source_1.bib/0000008117']"
"['source_1.bib/0000001963', 'source_1.bib/0000008330']"
"['source_1.bib/0000002382', 'source_1.bib/0000008504']"
"['source_1.bib/0000001113', 'source_1.bib/0000008374']"
"['source_1.bib/0000004583', 'source_1.bib/0000008757']"
"['source_1.bib/0000003745', 'source_1.bib/0000006470', 'source_1.bib/0000006555']"
"['source_1.bib/0000002902', 'source_1.bib/0000008556']"
"['source_1.bib/0000003007', 'source_1.bib/0000007105']"
"['source_1.bib/0000000794', 'source_1.bib/0000007731', 'source_1.bib/0000007743']"
"['source_1.bib/0000000990', 'source_1.bib/0000008083']"
"['source_1.bib/0000002775', 'source_1.bib/0000008822']"
"['source_1.bib/0000004646', 'source_1.bib/0000006908']"
"['source_1.bib/0000001698', 'source_1.bib/0000006058']"
"['source_1.bib/0000004439', 'source_1.bib/0000007944']"
"['source_1.bib/0000004279', 'source_1.bib/0000006415']"
"['source_1.bib/0000003074', 'source_1.bib/0000006983']"
"['source_1.bib/0000004534', 'source_1.bib/0000008266']"
"['source_1.bib/0000003965', 'source_1.bib/0000009060']"
"['source_1.bib/0000001446', 'source_1.bib/0000009111']"
"['source_1.bib/0000000431', 'source_1.bib/0000009071']"
"['source_1.bib/0000004567', 'source_1.bib/0000005160']"
"['source_1.bib/0000002831', 'source_1.bib/0000008599', 'source_1.bib/0000008654']"
"['source_1.bib/0000001227', 'source_1.bib/0000005692']"
"['source_1.bib/0000004072', 'source_1.bib/0000006675']"
"['source_1.bib/0000002434', 'source_1.bib/0000005889', 'source_1.bib/0000005972']"
"['source_1.bib/0000001796', 'source_1.bib/0000007487']"
"['source_1.bib/0000001833', 'source_1.bib/0000007241']"
"['source_1.bib/0000003094', 'source_1.bib/0000008503']"
"['source_1.bib/0000001369', 'source_1.bib/0000008273']"
"['source_1.bib/0000002126', 'source_1.bib/0000007733', 'source_1.bib/0000007829']"
"['source_1.bib/0000002961', 'source_1.bib/0000006483']"
"['source_1.bib/0000001116', 'source_1.bib/0000006650']"
"['source_1.bib/0000003531', 'source_1.bib/0000008018']"
"['source_1.bib/0000001883', 'source_1.bib/0000008289']"
"['source_1.bib/0000003192', 'source_1.bib/0000006964']"
"['source_1.bib/0000001218', 'source_1.bib/0000007076']"
"['source_1.bib/0000000676', 'source_1.bib/0000008624']"
"['source_1.bib/0000001221', 'source_1.bib/0000007929']"
"['source_1.bib/0000000564', 'source_1.bib/0000007599']"
"['source_1.bib/0000001208', 'source_1.bib/0000005741']"
"['source_1.bib/0000003640', 'source_1.bib/0000004835']"
"['source_1.bib/0000001566', 'source_1.bib/0000008399']"
"['source_1.bib/0000001056', 'source_1.bib/0000007239']"
"['source_1.bib/0000003675', 'source_1.bib/0000007471']"
"['source_1.bib/0000002881', 'source_1.bib/0000006816']"
"['source_1.bib/0000003602', 'source_1.bib/0000006334']"
"['source_1.bib/0000003598', 'source_1.bib/0000007072']"
"['source_1.bib/0000003333', 'source_1.bib/0000008812']"
"['source_1.bib/0000001139', 'source_1.bib/0000006222']"
"['source_1.bib/0000002036', 'source_1.bib/0000009106']"
"['source_1.bib/0000003492', 'source_1.bib/0000006611']"
"['source_1.bib/0000001691', 'source_1.bib/0000009013']"
"['source_1.bib/0000001495', 'source_1.bib/0000007908']"
"['source_1.bib/0000001725', 'source_1.bib/0000007212']"
"['source_1.bib/0000001724', 'source_1.bib/0000005378']"
"['source_1.bib/0000003097', 'source_1.bib/0000008797']"
"['source_1.bib/0000002768', 'source_1.bib/0000008422', 'source_1.bib/0000008554']"
"['source_1.bib/0000003119', 'source_1.bib/0000007817']"
"['source_1.bib/0000000417', 'source_1.bib/0000008894', 'source_1.bib/0000008969']"
"['source_1.bib/0000004342', 'source_1.bib/0000007088']"
"['source_1.bib/0000002480', 'source_1.bib/0000008636']"
"['source_1.bib/0000002340', 'source_1.bib/0000008635']"
"['source_1.bib/0000002292', 'source_1.bib/0000006439']"
"['source_1.bib/0000002493', 'source_1.bib/0000007844']"
"['source_1.bib/0000003975', 'source_1.bib/0000008562']"
"['source_1.bib/0000004547', 'source_1.bib/0000009012']"
"['source_1.bib/0000002937', 'source_1.bib/0000009088']"
"['source_1.bib/0000002679', 'source_1.bib/0000008147']"
"['source_1.bib/0000002770', 'source_1.bib/0000008710']"
"['source_1.bib/0000000711', 'source_1.bib/0000008367']"
"['source_1.bib/0000000724', 'source_1.bib/0000007085']"
"['source_1.bib/0000003948', 'source_1.bib/0000007805']"
"['source_1.bib/0000003812', 'source_1.bib/0000005682']"
"['source_1.bib/0000002306', 'source_1.bib/0000006451']"
"['source_1.bib/0000002468', 'source_1.bib/0000007588']"
"['source_1.bib/0000000793', 'source_1.bib/0000007550']"
"['source_1.bib/0000001627', 'source_1.bib/0000005672']"
"['source_1.bib/0000002422', 'source_1.bib/0000006813']"
"['source_1.bib/0000001327', 'source_1.bib/0000008794']"
"['source_1.bib/0000000755', 'source_1.bib/0000008905']"
"['source_1.bib/0000002588', 'source_1.bib/0000007896']"
"['source_1.bib/0000003872', 'source_1.bib/0000008437']"
"['source_1.bib/0000001235', 'source_1.bib/0000008505']"
"['source_1.bib/0000002721', 'source_1.bib/0000008647']"
"['source_1.bib/0000001001', 'source_1.bib/0000008383']"
"['source_1.bib/0000003768', 'source_1.bib/0000005321']"
"['source_1.bib/0000001565', 'source_1.bib/0000008316']"
"['source_1.bib/0000002047', 'source_1.bib/0000008162']"
"['source_1.bib/0000000582', 'source_1.bib/0000005732']"
"['source_1.bib/0000002050', 'source_1.bib/0000008934']"
"['source_1.bib/0000002560', 'source_1.bib/0000006625']"
"['source_1.bib/0000003732', 'source_1.bib/0000007899']"
"['source_1.bib/0000000956', 'source_1.bib/0000006770']"
"['source_1.bib/0000002251', 'source_1.bib/0000005210']"
"['source_1.bib/0000000842', 'source_1.bib/0000005404']"
"['source_1.bib/0000003066', 'source_1.bib/0000008002']"
"['source_1.bib/0000003086', 'source_1.bib/0000008363']"
"['source_1.bib/0000003776', 'source_1.bib/0000006710', 'source_1.bib/0000006852']"
"['source_1.bib/0000002289', 'source_1.bib/0000008916']"
"['source_1.bib/0000004309', 'source_1.bib/0000006300']"
"['source_1.bib/0000002589', 'source_1.bib/0000007440']"
"['source_1.bib/0000000775', 'source_1.bib/0000005623']"
"['source_1.bib/0000002738', 'source_1.bib/0000009052']"
"['source_1.bib/0000002510', 'source_1.bib/0000005727']"
"['source_1.bib/0000003356', 'source_1.bib/0000008833']"
"['source_1.bib/0000000798', 'source_1.bib/0000007666']"
"['source_1.bib/0000002687', 'source_1.bib/0000008660']"
"['source_1.bib/0000001399', 'source_1.bib/0000006431']"
"['source_1.bib/0000002617', 'source_1.bib/0000009037']"
"['source_1.bib/0000000311', 'source_1.bib/0000006704', 'source_1.bib/0000006831']"
"['source_1.bib/0000000683', 'source_1.bib/0000005070']"
"['source_1.bib/0000002215', 'source_1.bib/0000006254']"
"['source_1.bib/0000004703', 'source_1.bib/0000008770']"
"['source_1.bib/0000001217', 'source_1.bib/0000006369']"
"['source_1.bib/0000002033', 'source_1.bib/0000004777']"
"['source_1.bib/0000002570', 'source_1.bib/0000009009']"
"['source_1.bib/0000002137', 'source_1.bib/0000007909']"
"['source_1.bib/0000000774', 'source_1.bib/0000004903']"
"['source_1.bib/0000001175', 'source_1.bib/0000005212', 'source_1.bib/0000005326']"
"['source_1.bib/0000004047', 'source_1.bib/0000006299']"
"['source_1.bib/0000001697', 'source_1.bib/0000007351']"
"['source_1.bib/0000001359', 'source_1.bib/0000005405']"
"['source_1.bib/0000003430', 'source_1.bib/0000008499']"
"['source_1.bib/0000000953', 'source_1.bib/0000007321', 'source_1.bib/0000007448']"
"['source_1.bib/0000004658', 'source_1.bib/0000005284']"
"['source_1.bib/0000002971', 'source_1.bib/0000004881']"
"['source_1.bib/0000002701', 'source_1.bib/0000006378']"
"['source_1.bib/0000002872', 'source_1.bib/0000006618']"
"['source_1.bib/0000001397', 'source_1.bib/0000008629']"
"['source_1.bib/0000003117', 'source_1.bib/0000007505', 'source_1.bib/0000007590']"
"['source_1.bib/0000001380', 'source_1.bib/0000006467', 'source_1.bib/0000006559']"
"['source_1.bib/0000004060', 'source_1.bib/0000007544', 'source_1.bib/0000007679']"
"['source_1.bib/0000003179', 'source_1.bib/0000005420']"
"['source_1.bib/0000004141', 'source_1.bib/0000008645']"
"['source_1.bib/0000004700', 'source_1.bib/0000005502']"
"['source_1.bib/0000000600', 'source_1.bib/0000006400']"
"['source_1.bib/0000002199', 'source_1.bib/0000007833']"
"['source_1.bib/0000003577', 'source_1.bib/0000007614']"
"['source_1.bib/0000001888', 'source_1.bib/0000006262']"
