"ID","title","year","author","pages","volume","number","ENTRYTYPE","journal"
"id_0000022","Rapid pleurodesis in symptomatic malignant pleural effusion",2005,"Yildirim, Erkan and Dural, Koray and Yazkan, Rasih and Zengin, Nurullah and Yildirim, Dilsad and Gunal, Nesimi and Sakinci, Unal","19-22",27,1608,"article","European Journal of Cardio-Thoracic Surgery"
"id_0000023","Rapid pleurodesis in symptomatic malignant pleural effusion",2005,"Yildirim, E. and Dural, K. and Yazkan, R. and Zengin, N. and Yildirim, D. and Gunal, N. and Sakinci, U.","19-22",27,1609,"article","European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery"
"id_0000024","Phase II clinical trial of sorafenib plus local chemotherapy in the treatment of metastatic renal cell carcinoma with pleural effusion",2012,"Yang, S. Y. and Cui, C. L. and Chi, Z. H. and Si, L. and Sheng, X. N. and Mao, L. L. and Lian, B. and Guo, J.","2998-3000",92,1196,"article","National Medical Journal of China"
"id_0000025","[Phase II clinical trial of sorafenib plus local chemotherapy in the treatment of metastatic renal cell carcinoma with pleural effusion]",2012,"Yang, S. Y. and Cui, C. L. and Chi, Z. H. and Si, L. and Sheng, X. N. and Mao, L. L. and Lian, B. and Guo, J.","2998-3000",92,1197,"article","Zhonghua Yi Xue Za Zhi"
"id_0000026","Afatinib for patients with lung adenocarcinoma and epidermal growth factor receptor mutations (LUX-Lung 2): a phase 2 trial",2012,"Yang, James Chih-Hsin and Shih, Jin-Yuan and Su, Wu-Chou and Hsia, Te-Chun and Tsai, Chun-Ming and Ou, Sai-Hong Ignatius and Yu, Chung-Jen and Chang, Gee-Chen and Ho, Ching-Liang and Sequist, Lecia V. and Dudek, Arkadiusz Z. and Shahidi, Mehdi and Cong, Xiuyu Julie and Lorence, Robert M. and Yang, Pan-Chyr and Miller, Vincent A.","539-548",13,36,"article","Lancet Oncology"
"id_0000027","Afatinib for patients with lung adenocarcinoma and epidermal growth factor receptor mutations (LUX-Lung 2): A phase 2 trial",2012,"Yang, J. C. H. and Shih, J. Y. and Su, W. C. and Hsia, T. C. and Tsai, C. M. and Ou, S. H. I. and Yu, C. J. and Chang, G. C. and Ho, C. L. and Sequist, L. V. and Dudek, A. Z. and Shahidi, M. and Cong, X. J. and Lorence, R. M. and Yang, P. C. and Miller, V. A.","539-548",13,35,"article","The Lancet Oncology"
"id_0000028","Afatinib for patients with lung adenocarcinoma and epidermal growth factor receptor mutations (LUX-Lung 2): a phase 2 trial",2012,"Yang, J. C. and Shih, J. Y. and Su, W. C. and Hsia, T. C. and Tsai, C. M. and Ou, S. H. and Yu, C. J. and Chang, G. C. and Ho, C. L. and Sequist, L. V. and Dudek, A. Z. and Shahidi, M. and Cong, X. J. and Lorence, R. M. and Yang, P. C. and Miller, V. A.","539-548",13,34,"article","Lancet Oncology"
"id_0000029","Randomized controlled study of adjuvant immunotherapy with Nocardia rubra cell wall skeleton for inoperable lung cancer",1983,"Yamamura, Y. and Ogura, T. and Sakatani, M. and Hirao, F. and Kishimoto, S. and Fukuoka, M. and Takada, M. and Kawahara, M. and Furuse, K. and Kuwahara, O. and et al.,","5575-5579",43,1515,"article","Cancer Research"
"id_0000030","Randomized controlled study of adjuvant immunotherapy with Nocardia rubra cell wall skeleton for inoperable lung cancer",1983,"Yamamura, Y. and Ogura, T. and Sakatani, M. and Hirao, F. and Kishimoto, S. and Fukuoka, M. and Takada, M. and Kawahara, M. and Furuse, K. and Kuwahara, O.","5575-5579",43,1514,"article","Cancer research"
"id_0000031","Management of traumatic occult pneumothorax",2010,"Yadav, Kabir and Jalili, Mohammad and Zehtabchi, Shahriar","1063-1068",81,945,"article","Resuscitation"
"id_0000032","Management of traumatic occult pneumothorax",2010,"Yadav, K. and Jalili, M. and Zehtabchi, S.","1063-1068",81,946,"article","Resuscitation"
"id_0000033","Clinical obersavation of highly agglutinative staphylococcin combined with nedaplatin for malignant pleural effusion as local treatment",2010,"Xu, T. and Gao, H. and Zhang, T. and Yang, B.","1229-1230",17,193,"article","Chinese Journal of Cancer Prevention and Treatment"
"id_0000034","[Clinical obersavation of highly agglutinative staphylococcin combined with nedaplatin for malignant pleural effusion as local treatment] LA: Chi",2010,"Xu, T. and Gao, H. and Zhang, T. and Yang, B.","1229-1230",17,194,"article","Chinese Journal of Cancer Prevention and Treatment"
"id_0000035","""Corticosteroids in the treatment of tuberculous pleurisy. A double-blind, placebo-controlled, randomized study""",1996,"Wyser, C. and Walzl, G. and Smedema, J. P. and Swart, F. and van Schalkwyk, E. M. and van de Wal, B. W.","333-338",110,350,"article","Chest"
"id_0000036","""Corticosteroids in the treatment of tuberculous pleurisy. A double-blind, placebo-controlled, randomized study""",1996,"Wyser, C. and Walzl, G. and Smedema, J. P. and Swart, F. and Schalkwyk, E. M. and Wal, B. W.","333-338",110,349,"article","Chest"
"id_0000037","[Comparative study of postoperative early enteral nutrition and parenteral nutrition in esophageal carcinoma]",2006,"Wu, Pei-ren and Xu, Lin and Zhang, Zhi-ming","320-322",9,255,"article","Zhonghua Weichang Waike Zazhi"
"id_0000038","[Comparative study of postoperative early enteral nutrition and parenteral nutrition in esophageal carcinoma]",2006,"Wu, P. R. and Xu, L. and Zhang, Z. M.","320-322",9,254,"article","Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery"
"id_0000039","Perioperative antibiotic prophylaxis in general thoracic surgery",1992,"Wertzel, H. and Swoboda, L. and Joos-Würtemberger, A. and Frank, U. and Hasse, J.","326-329",40,1108,"article","The Thoracic and cardiovascular surgeon"
"id_0000040","Perioperative antibiotic prophylaxis in general thoracic surgery",1992,"Wertzel, H. and Swoboda, L. and Joos-Wurtemberger, A. and Frank, U. and Hasse, J.","326-329",40,1107,"article","Thoracic & Cardiovascular Surgeon"
"id_0000041","Immunoglobulin G treatment of postcardiac surgery patients with score-identified severe systemic inflammatory response syndrome--the ESSICS study",2008,"Werdan, K. and Pilz, G. and Müller-Werdan, U. and Maas Enriquez, M. and Schmitt, D. V. and Mohr, F. W. and Neeser, G. and Schöndube, F. and Schäfers, H. J. and Haverich, A. and Fraunberger, P. and Andersson, J. and Kreuzer, E. and Thijs, L. G.","716-723",36,710,"article","Critical care medicine"
"id_0000042","Immunoglobulin G treatment of postcardiac surgery patients with score-identified severe systemic inflammatory response syndrome-The ESSICS study",2008,"Werdan, K. and Pilz, G. and Muller-Werdan, U. and Enriquez, M. M. and Schmitt, D. V. and Mohr, F. W. and Neeser, G. and Schondube, F. and Schafers, H. J. and Haverich, A. and Fraunberger, P. and Andersson, J. and Kreuzer, E. and Thijs, L. G.","716-723",36,709,"article","Critical Care Medicine"
"id_0000043","Effectiveness and safety of tissue plasminogen activator in the management of complicated parapneumonic effusions",2004,"Weinstein, Michael and Restrepo, Ricardo and Chait, Peter G. and Connolly, Bairbre and Temple, Michael and Macarthur, Colin","e182-5",113,533,"article","Pediatrics"
"id_0000044","Effectiveness and safety of tissue plasminogen activator in the management of complicated parapneumonic effusions",2004,"Weinstein, M. and Restrepo, R. and Chait, P. G. and Connolly, B. and Temple, M. and Macarthur, C.","e182-5",113,534,"article","Pediatrics"
"id_0000045","""First-line treatment for chronic myeloid leukemia: dasatinib, nilotinib, or imatinib""",2010,"Wei, Guoqing and Rafiyath, Shamudheen and Liu, Delong",47,3,656,"article","Journal of hematology & oncology"
"id_0000046","""First-line treatment for chronic myeloid leukemia: Dasatinib, nilotinib, or imatinib""",2010,"Wei, G. and Rafiyath, S. and Liu, D.",,3,657,"article","Journal of Hematology and Oncology"
"id_0000047","Immunological monitoring and immunotherapy in carcinoma of the lung",1976,"Weese, J. L. and Herberman, R. B. and Perlin, E. and Mills, M. and Heims, W. and Blom, J. and Green, D. and Reid, J. and Bellinger, S. and Law, I. and McCoy, J. L. and Dean, J. H. and Cannon, G. B. and Djeu, J.","739-749",18,711,"article","International Journal of Cancer"
"id_0000048","Immunological monitoring and immunotherapy in carcinoma of the lung",1976,"Weese, J. L. and Herberman, R. B. and Perlin, E. and Mills, M. and Heims, W. and Blom, J. and Green, D. and Reid, J. and Bellinger, S. and Law, I. and McCoy, J. L. and Dean, J. H. and Cannon, G. B. and Djeu, J.","739-749",18,712,"article","International journal of cancer. Journal international du cancer"
"id_0000049","Cell-free microRNA expression profiles in malignant effusion associated with patient survival in non-small cell lung cancer",2012,"Wang, Tingting and Lv, Mingming and Shen, Sunan and Zhou, Sheng and Wang, Ping and Chen, Yueqiu and Liu, Baorui and Yu, Like and Hou, Yayi","e43268",7,152,"article","PLoS ONE [Electronic Resource]"
"id_0000050","Cell-free microRNA expression profiles in malignant effusion associated with patient survival in non-small cell lung cancer",2012,"Wang, T. and Lv, M. and Shen, S. and Zhou, S. and Wang, P. and Chen, Y. and Liu, B. and Yu, L. and Hou, Y.",,7,153,"article","PLoS ONE"
"id_0000051","""Once-daily vs. twice-daily intrapleural urokinase treatment of complicated parapneumonic effusion in paediatric patients: A randomised, prospective study""",2006,"Wang, J. N. and Yao, C. T. and Yeh, C. N. and Liu, C. C. and Wu, M. H. and Chuang, H. Y. and Wu, J. M.","1225-1230",60,1046,"article","International Journal of Clinical Practice"
"id_0000052","""Once-daily vs. twice-daily intrapleural urokinase treatment of complicated parapneumonic effusion in paediatric patients: a randomised, prospective study""",2006,"Wang, J. N. and Yao, C. T. and Yeh, C. N. and Liu, C. C. and Wu, M. H. and Chuang, H. Y. and Wu, J. M.","1225-1230",60,1047,"article","International Journal of Clinical Practice"
"id_0000053","Results of phase III clinical trial of pseudomonas jinanensis vaccine injection (PVI) in the treatment of malignant pleural effusion",1995,"Wang, J. and Zhang, H. and Wang, Y.","458-460",17,1647,"article","Chinese Journal of Oncology"
"id_0000054","[Results of phase III clinical trial of Pseudomonas jinanensis vaccine injection (PVI) in the treatment of malignant pleural effusion]",1995,"Wang, J. and Zhang, H. and Wang, Y.","458-460",17,1648,"article","Chung-Hua Chung Liu Tsa Chih [Chinese Journal of Oncology]"
"id_0000055","Effect of low central venous pressure on postoperative pulmonary complications in patients undergoing liver transplantation",2013,"Wang, B. and He, H. K. and Cheng, B. and Wei, K. and Min, S.","777-781",43,516,"article","Surgery Today"
"id_0000056","Effect of low central venous pressure on postoperative pulmonary complications in patients undergoing liver transplantation",2013,"Wang, B. and He, H. K. and Cheng, B. and Wei, K. and Min, S.","777-781",43,517,"article","Surg Today"
"id_0000057","Removal of chest tubes in children without water seal after elective thoracic procedures: a randomized prospective study",2002,"Waldhausen, John H. T. and Cusick, Robert A. and Graham, D. David and Pittinger, Timothy P. and Sawin, Robert S.","411-415",194,1624,"article","Journal of the American College of Surgeons"
"id_0000058","Removal of chest tubes in children without water seal after elective thoracic procedures: a randomized prospective study",2002,"Waldhausen, J. H. and Cusick, R. A. and Graham, D. D. and Pittinger, T. P. and Sawin, R. S.","411-415",194,1623,"article","Journal of the American College of Surgeons"
"id_0000059","Comparison between flutter valve drainage bag and underwater seal device for pleural drainage after lung surgery",2005,"Vuorisalo, S. and Aarnio, P. and Hannukainen, J.","56-58",94,264,"article","Scandinavian Journal of Surgery: SJS"
"id_0000060","Comparison between flutter valve drainage bag and underwater seal device for pleural drainage after lung surgery",2005,"Vuorisalo, S. and Aarnio, P. and Hannukainen, J.","56-58",94,265,"article","Scandinavian journal of surgery : SJS : official organ for the Finnish Surgical Society and the Scandinavian Surgical Society"
"id_0000061","Tirapazamine plus cisplatin versus cisplatin in advanced non-small-cell lung cancer: A report of the international CATAPULT I study group. Cisplatin and Tirapazamine in Subjects with Advanced Previous",2000,"von Pawel, J. and von Roemeling, R. and Gatzemeier, U. and Boyer, M. and Elisson, L. O. and Clark, P. and Talbot, D. and Rey, A. and Butler, T. W. and Hirsh, V. and Olver, I. and Bergman, B. and Ayoub, J. and Richardson, G. and Dunlop, D. and Arcenas, A. and Vescio, R. and Viallet, J. and Treat, J.","1351-1359",18,1844,"article","Journal of Clinical Oncology"
"id_0000062","[Biologically active helevin-based compositions in the treatment of pleural empyema]",1991,"Vishnevskii, A. A. and Adamian, A. A. and Akylbekov, I. K. and Romashov, Iu V. and Supoev, A. A.","109-111",,109,"article","Khirurgiia"
"id_0000063","[Biologically active helevin-based compositions in the treatment of pleural empyema]",1991,"Vishnevski, A. A. and Adamian, A. A. and Akylbekov, I. K. and Romashov Iu, V. and Supoev, A. A.","109-111",,108,"article","Khirurgiia"
"id_0000064","[Are antimicrobials useful in closed thoracostomy due to trauma?]",2009,"Villegas-Carlos, F. and Vázquez-Martínez, A. M. and Pinedo-Onofre, J. A. and Guevara-Torres, L. and Belmares-Taboada, J. A. and Sánchez-Aguilar, M.","29-32",77,81,"article","Cirugia y cirujanos"
"id_0000065","Utilidad de los antimicrobianos en la toracostom?a cerrada por trauma; Are antimicrobials useful in closed thoracostomy due to trauma?",2009,"Villegas-Carlos, Felipe and Vázquez-Martínez, Aarón Moisés and Pinedo-Onofre, Javier Alfonso and Guevara-Torres, Lorenzo and Belmares-Taboada, Jaime Arístides and Sánchez-Aguilar, Martín","29-32",77,1943,"article","Cir Cir"
"id_0000066","[Are antimicrobials useful in closed thoracostomy due to trauma?]",2009,"Villegas-Carlos, Felipe and Vazquez-Martinez, Aaron Moises and Pinedo-Onofre, Javier Alfonso and Guevara-Torres, Lorenzo and Belmares-Taboada, Jaime Aristides and Sanchez-Aguilar, Martin","29-32",77,80,"article","Cirugia y Cirujanos"
"id_0000067","[Ineffectiveness of incentive spirometry as coadjuvant of conventional physiotherapy for the prevention of postoperative respiratory complications after thoracic and esophageal surgery]",1990,"Vilaplana, J. and Sabaté, A. and Ramon, R. and Gasolibe, V. and Villalonga, R.","321-325",37,750,"article","Revista espa?ola de anestesiolog?a y reanimaci?n"
"id_0000068","[Ineffectiveness of incentive spirometry as coadjuvant of conventional physiotherapy for the prevention of postoperative respiratory complications after thoracic and esophageal surgery]",1990,"Vilaplana, J. and Sabate, A. and Ramon, R. and Gasolibe, V. and Villalonga, R.","321-325",37,749,"article","Revista Espanola de Anestesiologia y Reanimacion"
"id_0000069","Control of malignant pleural effusions in breast cancer: A randomized trial of Bleomycin versus Interferon Alfa",1994,"Vietti-Ramus, G. and Tonda, L.","S27","30a",338,"article","European Journal of Cancer"
"id_0000070","Control of malignant pleural effusing in breast cancer: a randomized trial of bleomycoin versus interferon alfa [abstract no: 134]",1994,"Vietti-Ramus, G.","S27","30a",337,"article","European Journal of Cancer"
"id_0000071","MR evaluation of fetal demise",2011,"Victoria, Teresa and Capilla, Elena and Chauvin, Nancy Anne and Johnson, Ann M. and Kramer, Sandra Sue and Epelman, Monica","884-889",41,988,"article","Pediatric Radiology"
"id_0000072","MR evaluation of fetal demise",2011,"Victoria, T. and Capilla, E. and Chauvin, N. A. and Johnson, A. M. and Kramer, S. S. and Epelman, M.","884-889",41,989,"article","Pediatric Radiology"
"id_0000073","[Pleural pressure during thoracocentesis in patients with pleural neoplasms]",1984,"Velardocchio, J. M. and Boutin, C. and Irisson, M.","61-64",20,1312,"article","Bulletin Europeen de Physiopathologie Respiratoire"
"id_0000074","[Pleural pressure during thoracocentesis in patients with pleural neoplasms]",1984,"Velardocchio, J. M. and Boutin, C. and Irisson, M.","61-64",20,1313,"article","Bulletin europ?en de physiopathologie respiratoire"
"id_0000075","Randomized phase II evaluation of aprinocarsen in combination with gemcitabine and cisplatin for patients with advanced/metastatic non-small cell lung cancer",2005,"Vansteenkiste, Johan and Canon, Jean-Luc and Riska, Henrik and Pirker, Robert and Peterson, Patrick and John, William and Mali, Pekka and Lahn, Michael","263-269",23,1541,"article","Investigational New Drugs"
"id_0000076","Randomized phase II evaluation of aprinocarsen in combination with gemcitabine and cisplatin for patients with advanced/metastatic non-small cell lung cancer",2005,"Vansteenkiste, J. and Canon, J. L. and Riska, H. and Pirker, R. and Peterson, P. and John, W. and Mali, P. and Lahn, M.","263-269",23,1540,"article","Investigational new drugs"
"id_0000077","Morbidity and mortality in the surgery arm of EORTC 08941 trial",2005,"Van Schil, P. and Van Meerbeeck, J. and Kramer, G. and Splinter, T. and Legrand, C. and Giaccone, G. and Manegold, C. and van Zandwijk, N.","192-197",26,984,"article","European Respiratory Journal"
"id_0000078","Efficacy and safety of tunneled pleural catheters in adults with malignant pleural effusions: a systematic review",2011,"Van Meter, Margaret E. M. and McKee, Kanako Y. and Kohlwes, R. Jeffrey","70-76",26,560,"article","Journal of General Internal Medicine"
"id_0000079","Efficacy and safety of tunneled pleural catheters in adults with malignant pleural effusions: A systematic review",2011,"Van Meter, M. E. M. and McKee, K. Y. and Kohlwes, R. J.","70-76",26,561,"article","Journal of General Internal Medicine"
"id_0000080","[Randomized controlled study of OK-432 in the treatment of cancerous pleurisy]",1983,"Urata, A. and Nishimura, M. and Ota, K.","1497-1503",10,1517,"article","Gan to Kagaku Ryoho [Japanese Journal of Cancer & Chemotherapy]"
"id_0000081","[Randomized controlled study of OK-432 in the treatment of cancerous pleurisy]",1983,"Urata, A. and Nishimura, M. and Ota, K.","1497-1503",10,1518,"article","Gan to kagaku ryoho. Cancer & chemotherapy"
"id_0000082","Pleurodesis in recurrent pleural effusions: a randomized comparison of a classical and a currently popular drug",2004,"Ukale, V. and Agrenius, V. and Hillerdal, G. and Mohlkert, D. and Widström, O.","323-328",43,1333,"article","""Lung cancer (Amsterdam, Netherlands)"""
"id_0000083","Pleurodesis in recurrent pleural effusions: a randomized comparison of a classical and a currently popular drug",2004,"Ukale, Valiant and Agrenius, Veronica and Hillerdal, Gunnar and Mohlkert, Dag and Widstrom, Olle","323-328",43,1332,"article","Lung Cancer"
"id_0000084","Thoracotomy in patients with liver cirrhosis",1994,"Ueda, H. and Iwasaki, A. and Kusano, T. and Shirakusa, T.","37-41",28,1833,"article","Scandinavian Journal of Thoracic & Cardiovascular Surgery"
"id_0000085","Thoracotomy in patients with liver cirrhosis",1994,"Ueda, H. and Iwasaki, A. and Kusano, T. and Shirakusa, T.","37-41",28,1834,"article","Scandinavian journal of thoracic and cardiovascular surgery"
"id_0000086","Antibiotic prophylaxis in elective thoracic surgery: cefuroxime versus cefepime",2003,"Turna, A. and Kutlu, C. A. and Ozalp, T. and Karamustafaoglu, A. and Mulazimoglu, L. and Bedirhan, M. A.","84-88",51,57,"article","Thoracic & Cardiovascular Surgeon"
"id_0000087","Antibiotic prophylaxis in elective thoracic surgery: cefuroxime versus cefepime",2003,"Turna, A. and Kutlu, C. A. and Ozalp, T. and Karamustafaoglu, A. and Mulazimo?lu, L. and Bedirhan, M. A.","84-88",51,56,"article","The Thoracic and cardiovascular surgeon"
"id_0000088","Antibiotic prophylaxis in pulmonary surgery. A controlled double- blind study of amoxicillin versus cefamandole",1994,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y.","280-284",13,65,"article","Ann Fr Anesth Reanim"
"id_0000089","[Comparison of amoxicillin and cefamandole in the prevention of bronchopulmonary infections in pulmonary surgery. A randomized double-blind study]",1994,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y.","280-284",13,266,"article","Annales Francaises d Anesthesie et de Reanimation"
"id_0000090","[Comparison of amoxicillin and cefamandole in the prevention of bronchopulmonary infections in pulmonary surgery. A randomized double-blind study]",1994,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y.","280-284",13,267,"article","Annales fran?aises d'anesth?sie et de r?animation"
"id_0000091","[Postoperative immunostimulation in non-small-cell bronchial carcinoma. Outcome and complications]",1984,"Toomes, H.","935-940",109,1347,"article","Deutsche Medizinische Wochenschrift"
"id_0000092","[Postoperative immunostimulation in non-small-cell bronchial carcinoma. Outcome and complications]",1984,"Toomes, H.","935-940",109,1348,"article","Deutsche medizinische Wochenschrift (1946)"
"id_0000093","Intrapleural fibrinolytic agents for empyema and complicated parapneumonic effusions: a meta-analysis",2006,"Tokuda, Yasuharu and Matsushima, Dai and Stein, Gerald H. and Miyagi, Seishirou","783-790",129,802,"article","Chest"
"id_0000094","Intrapleural fibrinolytic agents for empyema and complicated parapneumonic effusions: a meta-analysis",2006,"Tokuda, Y. and Matsushima, D. and Stein, G. H. and Miyagi, S.","783-790",129,803,"article","CHEST"
"id_0000095","Outcome prediction of advanced mantle cell lymphoma by international prognostic index versus different mantle cell lymphoma indexes: one institution study",2012,"Todorovic, Milena and Balint, Bela and Andjelic, Bosko and Stanisavljevic, Dejana and Kurtovic, Nada Kraguljac and Radisavljevic, Ziv and Mihaljevic, Biljana","2212-2219",29,1074,"article","Medical Oncology"
"id_0000096","Outcome prediction of advanced mantle cell lymphoma by international prognostic index versus different mantle cell lymphoma indexes: One institution study",2012,"Todorovic, M. and Balint, B. and Andjelic, B. and Stanisavljevic, D. and Kurtovic, N. K. and Radisavljevic, Z. and Mihaljevic, B.","2212-2219",29,1075,"article","Medical Oncology"
"id_0000097","Clinical value of DNA image cytometry in effusions with atypia",1999,"Thunnissen, F. B. and Buchholtz, R. T. and Woutersen, D. P. and Arends, J. W. and van der Putten, H. W. and ten Velde, G. P.","112-116",21,230,"article","Diagnostic Cytopathology"
"id_0000098","Clinical value of DNA image cytometry in effusions with atypia",1999,"Thunnissen, F. B. and Buchholtz, R. T. and Woutersen, D. P. and Arends, J. W. and Putten, H. W. and Velde, G. P.","112-116",21,229,"article","Diagnostic cytopathology"
"id_0000099","A double blind randomized cross over trial comparing rate of decortication and efficacy of intrapleural instillation of alteplase vs placebo in patients with empyemas and complicated parapneumonic eff",2012,"Thommi, G. and Shehan, J. C. and Robison, K. L. and Christensen, M. and Backemeyer, L. A. and McLeay, M. T.","716-723",106,473,"article","Respiratory Medicine"
"id_0000100","A double blind randomized cross over trial comparing rate of decortication and efficacy of intrapleural instillation of alteplase vs placebo in patients with empyemas and complicated parapneumonic eff",2012,"Thommi, G. and Shehan, J. C. and Robison, K. L. and Christensen, M. and Backemeyer, L. A. and McLeay, M. T.","716-723",106,474,"article","Respiratory Medicine"
