case,ID,colrev_origin,title,year,author,pages,volume,number,ENTRYTYPE,colrev_status,abstract,isbn,doi,container_title,author_full
source_1.bib/0000000335;source_1.bib/0000000337,337,source_1.bib/0000000337,regional immunotherapy intrapleural bcg lung cancer surgical considerations,1976,mckneally maver kausel alley,333-338,72,1622,article,md_processed,,,,jtho,"McKneally, M. F. and Maver, C. and Kausel, H. W. and Alley, R. D."
source_1.bib/0000000336;source_1.bib/0000000337,336,source_1.bib/0000000336,regional immunotherapy intrapleural bcg lung cancer,1976,mckneally maver kausel alley,333-338,72,1621,article,md_processed,,,,j thor card surg,"McKneally, M. F. and Maver, C. and Kausel, H. W. and Alley, R. D."
source_1.bib/0000000336;source_1.bib/0000000337,337,source_1.bib/0000000337,regional immunotherapy intrapleural bcg lung cancer surgical considerations,1976,mckneally maver kausel alley,333-338,72,1622,article,md_processed,,,,jtho,"McKneally, M. F. and Maver, C. and Kausel, H. W. and Alley, R. D."
source_1.bib/0000000414;source_1.bib/0000000415,414,source_1.bib/0000000414,management peripancreatic fluid collections following partial pancreatectomy comparison percutaneous versus eus guided drainage,2013,kwon gerdes schattner brown covey getrajdman solomon dangelica,1-6,,937,article,md_processed,,,,surg endo,"Kwon, Y. M. and Gerdes, H. and Schattner, M. A. and Brown, K. T. and Covey, A. M. and Getrajdman, G. I. and Solomon, S. B. and D'Angelica, M. I. and Jarnagin, W. R. and Allen, P. J. and DiMaio, C. J."
source_1.bib/0000000414;source_1.bib/0000000415,415,source_1.bib/0000000415,management peripancreatic fluid collections following partial pancreatectomy comparison percutaneous versus eus guided drainage,2013,kwon gerdes schattner brown covey getrajdman solomon dangelica,2422-2427,27,938,article,md_processed,,,,surg endo,"Kwon, Y. M. and Gerdes, H. and Schattner, M. A. and Brown, K. T. and Covey, A. M. and Getrajdman, G. I. and Solomon, S. B. and D'Angelica, M. I. and Jarnagin, W. R. and Allen, P. J. and Dimaio, C. J."
source_1.bib/0000000418;source_1.bib/0000000419,418,source_1.bib/0000000418,"treatment poems polyneuropathy, organomegaly, endocrinopathy, m protein, skin changes syndrome",2012,kuwabara dispenzieri arimura misawa nakaseko,006828,6,1863,article,md_processed,,,,coch data syst rev,"Kuwabara, Satoshi and Dispenzieri, Angela and Arimura, Kimiyoshi and Misawa, Sonoko and Nakaseko, Chiaki"
source_1.bib/0000000418;source_1.bib/0000000419,419,source_1.bib/0000000419,"treatment poems polyneuropathy, organomegaly, endocrinopathy, m protein, skin changes syndrome",2012,kuwabara dispenzieri arimura misawa nakaseko,,,1864,article,md_processed,,,,coch data syst rev,"Kuwabara, S. and Dispenzieri, A. and Arimura, K. and Misawa, S. and Nakaseko, C."
source_1.bib/0000000418;source_1.bib/0000000420,418,source_1.bib/0000000418,"treatment poems polyneuropathy, organomegaly, endocrinopathy, m protein, skin changes syndrome",2012,kuwabara dispenzieri arimura misawa nakaseko,006828,6,1863,article,md_processed,,,,coch data syst rev,"Kuwabara, Satoshi and Dispenzieri, Angela and Arimura, Kimiyoshi and Misawa, Sonoko and Nakaseko, Chiaki"
source_1.bib/0000000418;source_1.bib/0000000420,420,source_1.bib/0000000420,"treatment poems polyneuropathy, organomegaly, endocrinopathy, m protein, skin changes syndrome",2008,kuwabara dispenzieri arimura misawa,006828,,1862,article,md_processed,,,,coch data syst rev,"Kuwabara, Satoshi and Dispenzieri, Angela and Arimura, Kimiyoshi and Misawa, Sonoko"
source_1.bib/0000000419;source_1.bib/0000000420,419,source_1.bib/0000000419,"treatment poems polyneuropathy, organomegaly, endocrinopathy, m protein, skin changes syndrome",2012,kuwabara dispenzieri arimura misawa nakaseko,,,1864,article,md_processed,,,,coch data syst rev,"Kuwabara, S. and Dispenzieri, A. and Arimura, K. and Misawa, S. and Nakaseko, C."
source_1.bib/0000000419;source_1.bib/0000000420,420,source_1.bib/0000000420,"treatment poems polyneuropathy, organomegaly, endocrinopathy, m protein, skin changes syndrome",2008,kuwabara dispenzieri arimura misawa,006828,,1862,article,md_processed,,,,coch data syst rev,"Kuwabara, Satoshi and Dispenzieri, Angela and Arimura, Kimiyoshi and Misawa, Sonoko"
source_1.bib/0000000434;source_1.bib/0000000435,434,source_1.bib/0000000434,use non medicamentous methods treatment aim improve immune status patients suppurative diseases malignant neoformations lungs,1993,kogosova kogosoviu kalabukha konovalov,37-39,,1935,article,md_processed,,,,prob tube,"Kogosova, L. S. and Kogosov Iu, A. and Kalabukha, I. A. and Konovalov, E. P."
source_1.bib/0000000434;source_1.bib/0000000435,435,source_1.bib/0000000435,use non medicamentous methods treatment aim improve immune status patients suppurative diseases malignant neoformations lungs,1993,kogosova kogosov kalabukha konovalov,37-39,,1934,article,md_processed,,,,prob tube,"Kogosova, L. S. and Kogosov, Iu A. and Kalabukha, I. A. and Konovalov, E. P."
source_1.bib/0000000560;source_1.bib/0000000561,560,source_1.bib/0000000560,medically assisted hydration adult palliative care patients,2008,good cavenagh mather ravenscroft,006273,,962,article,md_processed,,,,coch data syst rev,"Good, P. and Cavenagh, J. and Mather, M. and Ravenscroft, P."
source_1.bib/0000000560;source_1.bib/0000000561,561,source_1.bib/0000000561,medically assisted hydration palliative care patients,2008,good cavenagh mather ravenscroft,006273,,963,article,md_processed,,,,coch data syst rev,"Good, P. and Cavenagh, J. and Mather, M. and Ravenscroft, P."
source_1.bib/0000000571;source_1.bib/0000000572,571,source_1.bib/0000000571,efficacy intrapleural streptokinase therapy tubercular pleural effusions randomised controlled trial [abstract,2011,gaude sandeep,4912,183,569,article,md_processed,,,,am j resp crit care med,"Gaude, G. S. and Sandeep, H."
source_1.bib/0000000571;source_1.bib/0000000572,572,source_1.bib/0000000572,efficacy intrapleural streptokinase therapy tubercular pleural effusions randomised controlled trial,2011,gaude sandeep,,183,570,article,md_processed,,,,am j resp crit care med,"Gaude, G. S. and Sandeep, H."
source_1.bib/0000000577;source_1.bib/0000000578,577,source_1.bib/0000000577,patients malignant pleural effusions who undergo talc pleurodesis spend more days hospital than those indwelling pleural catheters,2011,fysh musk lee,,183,1094,article,md_processed,,,,am j resp crit care med,"Fysh, E. T. and Musk, B. and Lee, Y. G."
source_1.bib/0000000577;source_1.bib/0000000578,578,source_1.bib/0000000578,patients malignant pleural effusions who undergo talc pleurodesis spend more days hospital than those indwelling pleural catheters [abstract,2011,fysh musk lee,3083,183,1095,article,md_processed,,,,am j resp crit care med,"Fysh, E. T. and Musk, B. and Lee, Y. C. G."
source_1.bib/0000000579;source_1.bib/0000000580,579,source_1.bib/0000000579,indwelling pleural catheters significantly reduced hospital admissions patients malignant pleural effusions,2011,fysh geelhod kendall bremner waterer leong millward musk,63,16,747,article,md_processed,,,,resp,"Fysh, E. and Geelhoed, E. and Kendall, P. and Bremner, P. and Waterer, G. and Leong, J. and Millward, M. and Musk, A. W. and Morey, S. and Lee, G."
source_1.bib/0000000579;source_1.bib/0000000580,580,source_1.bib/0000000580,indwelling pleural catheters significantly reduced hospital admissions patients malignant pleural effusions [abstract,2011,fysh geelhod kendall bremner waterer leong,63104,16,748,article,md_processed,,,,resp,"Fysh, E. and Geelhoed, E. and Kendall, P. and Bremner, P. and Waterer, G. and Leong, J."
source_1.bib/0000000600;source_1.bib/0000000601,600,source_1.bib/0000000600,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization,2010,ferreira haffner barreto dallago,233-238230-235246-251,94,735,article,md_processed,,,,arq bras card,"Ferreira, G. M. and Haeffner, M. P. and Barreto, S. S. M. and Dall'Ago, P."
source_1.bib/0000000600;source_1.bib/0000000601,601,source_1.bib/0000000601,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization,2010,ferreira haffner barreto dallago,230-5246-51233-8,94,737,article,md_processed,,,,arq bras card,"Ferreira, Gloria Menz and Haeffner, Mauren Porto and Barreto, Sergio Saldanha Menna and Dall'Ago, Pedro"
source_1.bib/0000000600;source_1.bib/0000000603,600,source_1.bib/0000000600,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization,2010,ferreira haffner barreto dallago,233-238230-235246-251,94,735,article,md_processed,,,,arq bras card,"Ferreira, G. M. and Haeffner, M. P. and Barreto, S. S. M. and Dall'Ago, P."
source_1.bib/0000000600;source_1.bib/0000000603,603,source_1.bib/0000000603,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization,2010,ferreira haffner barreto dallago,230-5246-51233-8,94,736,article,md_processed,,,,arq bras card,"Ferreira, G. M. and Haeffner, M. P. and Barreto, S. S. and Dall'Ago, P."
source_1.bib/0000000601;source_1.bib/0000000602,601,source_1.bib/0000000601,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization,2010,ferreira haffner barreto dallago,230-5246-51233-8,94,737,article,md_processed,,,,arq bras card,"Ferreira, Gloria Menz and Haeffner, Mauren Porto and Barreto, Sergio Saldanha Menna and Dall'Ago, Pedro"
source_1.bib/0000000601;source_1.bib/0000000602,602,source_1.bib/0000000602,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization] espirometria incentivada con presion positiva espiratoria es beneficiosa despues,2010,ferreira haffner barreto dallago,233-8230-5246-51,94,738,article,md_processed,,,,arq bras card,"Ferreira, G. M. and Haeffner, M. P. and Barreto, S. S. M. and Dall'Ago, P."
source_1.bib/0000000602;source_1.bib/0000000603,602,source_1.bib/0000000602,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization] espirometria incentivada con presion positiva espiratoria es beneficiosa despues,2010,ferreira haffner barreto dallago,233-8230-5246-51,94,738,article,md_processed,,,,arq bras card,"Ferreira, G. M. and Haeffner, M. P. and Barreto, S. S. M. and Dall'Ago, P."
source_1.bib/0000000602;source_1.bib/0000000603,603,source_1.bib/0000000603,incentive spirometry expiratory positive airway pressure brings benefits after myocardial revascularization,2010,ferreira haffner barreto dallago,230-5246-51233-8,94,736,article,md_processed,,,,arq bras card,"Ferreira, G. M. and Haeffner, M. P. and Barreto, S. S. and Dall'Ago, P."
source_1.bib/0000000606;source_1.bib/0000000607,606,source_1.bib/0000000606,corticosteroids tuberculous pleurisy,2007,engel matchaba volmink,001876,,346,article,md_processed,,,,coch data syst rev,"Engel, M. E. and Matchaba, P. T. and Volmink, J."
source_1.bib/0000000606;source_1.bib/0000000607,607,source_1.bib/0000000607,corticosteroids tuberculous pleurisy,2007,engel matchaba volmink,,,347,article,md_processed,,,,coch data syst rev,"Engel, M. E. and Matchaba, P. T. and Volmink, J."
source_1.bib/0000000610;source_1.bib/0000000612,610,source_1.bib/0000000610,neoadjuvant chemotherapy chemoradiotherapy locally advanced stage iiia iiib non small cell bronchial carcinoma essen concept,1997,eberhardt,1647-1653,86,1011,article,md_processed,,,,prax,"Eberhardt, W."
source_1.bib/0000000610;source_1.bib/0000000612,612,source_1.bib/0000000612,neoadjuvant chemotherapy chemoradiotherapy locally advanced stages iiia iiib non small cell lung cancer treatment protocol essen university hospital neoadjuvante chemoth,1997,eberhardt,1647-1653,86,1013,article,md_processed,,,,schw rund med prax,"Eberhardt, W."
source_1.bib/0000000611;source_1.bib/0000000612,611,source_1.bib/0000000611,neoadjuvant chemotherapy chemoradiotherapy locally advanced stage iiia iiib non small cell bronchial carcinoma essen concept ] neoadjuvante chemotherapie und chemoradiot,1997,eberhardt,1647-1653,86,1012,article,md_processed,,,,schw rund med prax rev suis med prax,"Eberhardt, W."
source_1.bib/0000000611;source_1.bib/0000000612,612,source_1.bib/0000000612,neoadjuvant chemotherapy chemoradiotherapy locally advanced stages iiia iiib non small cell lung cancer treatment protocol essen university hospital neoadjuvante chemoth,1997,eberhardt,1647-1653,86,1013,article,md_processed,,,,schw rund med prax,"Eberhardt, W."
source_1.bib/0000000631;source_1.bib/0000000632,631,source_1.bib/0000000631,prediction cardiovascular events using non vascular findings routine chest ct,2011,dejong gondrie buckens jacobs mali vandergraaf,,6,1368,article,md_processed,,,,plos one,"de Jong, P. A. and Gondrie, M. J. A. and Buckens, C. F. M. and Jacobs, P. C. and Mali, W. P. T. M. and van der Graaf, Y."
source_1.bib/0000000631;source_1.bib/0000000632,632,source_1.bib/0000000632,prediction cardiovascular events using non vascular findings routine chest ct,2011,dejong gondrie buckens jacobs mali vandergraaf group,26036,6,1367,article,md_processed,,,,plos one elec reso,"de Jong, Pim A. and Gondrie, Martijn J. A. and Buckens, Constantinus F. M. and Jacobs, Peter C. and Mali, Willem P. T. h M. and van der Graaf, Yolanda and group, Providi study"
source_1.bib/0000000641;source_1.bib/0000000643,641,source_1.bib/0000000641,management malignant pleural effusions questions that need answers,2013,davies lee,374-379,19,935,article,md_processed,,,,curr opin pulm med,"Davies, H. E. and Lee, Y. C. G."
source_1.bib/0000000641;source_1.bib/0000000643,643,source_1.bib/0000000643,management malignant pleural effusions questions that need answers,2013,davies gary,374-379,19,933,article,md_processed,,,,curr opin pulm med,"Davies, Helen E. and Gary,"
source_1.bib/0000000642;source_1.bib/0000000643,642,source_1.bib/0000000642,management malignant pleural effusions questions that need answers,2013,davies lee,374-379,19,934,article,md_processed,,,,curr opin pulm med,"Davies, H. E. and Lee, Y. C."
source_1.bib/0000000642;source_1.bib/0000000643,643,source_1.bib/0000000643,management malignant pleural effusions questions that need answers,2013,davies gary,374-379,19,933,article,md_processed,,,,curr opin pulm med,"Davies, Helen E. and Gary,"
source_1.bib/0000000646;source_1.bib/0000000647,646,source_1.bib/0000000646,phase 1 trial atra iv depakote patients advanced solid tumor malignancies,2010,david mongan smith gudas nanus,678-684,9,1164,article,md_processed,,,,canc biol ther,"David, K. A. and Mongan, N. P. and Smith, C. and Gudas, L. J. and Nanus, D. M."
source_1.bib/0000000646;source_1.bib/0000000647,647,source_1.bib/0000000647,phase 1 trial atra iv depakote patients advanced solid tumor malignancies,2010,david mongan smith gudas nanus,676-682,9,1165,article,md_processed,,,,canc biol ther,"David, K. A. and Mongan, N. P. and Smith, C. and Gudas, L. J. and Nanus, D. M."
source_1.bib/0000000738;source_1.bib/0000000739,738,source_1.bib/0000000738,surgical sealant preventing air leaks after pulmonary resections patients lung cancer,2010,beldasanchis serramitjans iglesiassentis rami,,,1780,article,md_processed,,,,coch data syst rev,"Belda-Sanchís, J. and Serra-Mitjans, M. and Iglesias Sentis, M. and Rami, R."
