cluster,ID,title,author,number,volume,journal,grobid-version,file,ENTRYTYPE,doi,note,year,__orig_index
4,0000004920,THE IMPACT OF COMPLEXITY ON SOFTWARE DESIGN QUALITY AND COSTS: AN EXPLORATORY EMPIRICAL ANALYSIS OF OPEN SOURCE APPLICATIONS,"Francalanci and Chiara and Merlo, Francesco",2008,European Conference on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2008/The Impact Of Complexity On Software .pdf,inproceedings,,,,4903
ejis
2,0000000397,Information system development activities and inquiring systems: an integrating framework,"Carugati, Andrea",2,17,European Journal of Information Systems,lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.5,data/pdfs/17_2/Carugati2008a.pdf,article,,,394
2,0000000465,System development activities and inquiring systems: an integrating framework,"Carugati, Andrea",4,17,European Journal of Information Systems,lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.23,data/pdfs/17_4/_System Development Activities.pdf,article,,Correction,462
mis 
1,0000000544,"EDITOR'S COMMENTS Sandy Slaughter: Outstanding Scholar, Incredible Human Being","Goes, Paulo B and Head, Management",1,39,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/39_1/Goes2015.pdf,article,,,,540
1,0000000945,EDITOR'S COMMENTS,"Goes, Paulo B and Head, Management",1,37,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/37_1/Goes2013a.pdf,article,,,,941
2,0000000068,EDITOR'S COMMENTS Continuing and Extending the MIS Quarterly Trifecta Vision,"Burton-Jones, Andrew",1,45,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/45_1/BurtonJones2021.pdf,article,,,,64
2,001802,EDITOR'S COMMENTS RESEARCH ARTICLE,"Burton-Jones, Andrew and Gray, Peter and Majchrzak, Ann",1,47,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/47_1/ContentServer (1).pdf,article,,,,1776
7,0000000007,EDITOR'S COMMENTS,"Rai, Arun",4,44,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/44_4/Rai2020.pdf,article,,,,4
7,0000000993,EDITOR'S COMMENTS Celebrating 40 Years of MIS Quarterly: MISQ's History and Future Through the Lenses of its Editors-in-Chief,"Rai, Arun",4,40,MIS Quarterly,lfoppiano/grobid:0.7.1,data/pdfs/40_4/Rai2016a.pdf,article,,,,989
7,0000001728,EDITOR'S COMMENTS Celebrating 40 Years of MIS Quarterly: MISQ's History and Future Through the Lenses of its Editors-in-Chief,"Rai, Arun",4,40,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/40_4/Rai2016a.pdf,article,,,,1706
7,001864,EDITOR'S COMMENTS Celebrating 40 Years of MIS Quarterly: MISQ's History and Future Through the Lenses of its Editors-in-Chief,"Rai, Arun",,,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/MISQ Celebrating 40 Years.pdf,article,,,,1838
10,0000000097,Measuring the Linkage Between Business and Information Technology Objectives,"Reich, Blaize Horner and Benbasat, Izak",1,20,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/20_1/ReichBenbasat1996.pdf,article,,,,93
10,0000000900,FACTORS THAT INFLUENCE THE SOCIAL DIMENSION OF ALIGNMENT BETWEEN BUSINESS AND INFORMATION TECHNOLOGY OBJECTIVES 1,"Reich, Blaize Horner and Benbasat, Izak",1,24,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/24_1/ReichBenbasat2000.pdf,article,,,,896
13,0000000242,"EDITOR'S COMMENTS MISQ, Inc. or an Online Collective? Is There a Journal Personality and What it Means for Authors","Straub, Detmar",3,34,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/34_3/Straub2010a.pdf,article,,,,238
13,0000001568,Straub/Editor's Comments,"Straub, Detmar W.",3,32,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/32_3/Straub2006.pdf,article,,,,1563
15,0000001723,"Editor's Comments: When Is Enough, Enough?","Gray, Peter and Carter, Pamela and Saunders, Carol",4,30,MIS Quarterly,lfoppiano/grobid:0.7.1,data/pdfs/30_4/Saunders2006c.pdf,article,,,,1701
15,001863,"EDITOR'S COMMENTS When Is Enough, Enough? 1","Carter, Pamela and Saunders, Carol",,,MIS Quarterly,lfoppiano/grobid:0.8.1,data/pdfs/edcommentsv30n4.pdf,article,,,,1837
pacis
4,0000001464,UNDERSTANDING THE USE OF ENTERPRISE CONTENT MANAGEMENT SYSTEMS IN COORDINATION TYPE OF ORGANIZATIONS,"Arshad, Noreen Izza and Milton, Simon K and Bosua, Rachelle",2012,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2012/ArshadMiltonBosua2012.pdf,inproceedings,,1457
4,0000002013,UNDERSTANDING THE USE OF ENTERPRISE CONTENT MANAGEMENT SYSTEMS (ECMS) IN DIVERSIFICATION TYPE OF ORGANIZATIONS,"Arshad, Noreen Izza and Bosua, Rachelle and Milton, Simon K",2012,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2012/ArshadBosuaMilton2012.pdf,inproceedings,,2005
5,0000000308,Challenges and Perspectives for IS in Public Administration 11,"Traunmueller, Roland and Jordan, Bill and Sung, Win-Shiaw and Chong, Sor-Lin",1995,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/1995/TraunmuellerJordanSungEtAl1995.pdf,inproceedings,,303
5,0000000798,Challenges and Perspectives for IS in Public Administration 11,"Traunmueller, Roland and Jordan, Bill and Sung, Win-Shiaw and Chong, Sor-Lin",1995,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/1995/TraunmuellerJordanSungEtAl1995a.pdf,inproceedings,,791
5,0000002278,Challenges and Perspectives for IS in Public Administration 1,"Traunmuller, Roland and Reinermann, Heinrich and Fur, Hochschule and Speyer, Verwaltungswissenschaften and Germany and Traunmueller, Roland and Reinermann Hochschule, Heinrich",1995,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/1995/TraunmullerReinermannFurEtAl1995.pdf,inproceedings,,2267
5,0000002300,Challenges and Perspectives for IS in Public Administration 1,"Traunmuller, Roland and Reinermann, Heinrich and Fur, Hochschule and Speyer, Verwaltungswissenschaften and Germany and Traunmueller, Roland and Reinermann Hochschule, Heinrich",1995,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/1995/TraunmullerReinermannFurEtAl1995a.pdf,inproceedings,,2289
5,0000002436,Challenges and Perspectives for IS in Public Administration 1,"Traunmuller, Roland and Reinermann, Heinrich and Fur, Hochschule and Speyer, Verwaltungswissenschaften and Germany and Traunmueller, Roland and Reinermann Hochschule, Heinrich",1995,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/1995/Reinermann1995.pdf,inproceedings,,2424
5,0000003031,Challenges and Perspectives for IS in Public Administration 11,"Traunmueller, Roland and Jordan, Bill and Sung, Win-Shiaw and Chong, Sor-Lin",1995,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/1995/TraunmuellerJordanSungEtAl1995b.pdf,inproceedings,,3018
6,0000000305,AN AHP-QFD INTEGRATED APPROACH TO MEET THREE DIMENSIONAL ENVIRONMENTAL VALUE REQUIREMENTS IN SUSTAINABLE E-BUSINESS MODELLING,"Naim, Mohammed and Dewan, A. and Maruf, Md and Chowdhury, Hossan and Quaddus, Mohammed A",2013,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2013/DewanBiswasChowdhuryEtAl2013a.pdf,inproceedings,,300
6,0000001993,AN AHP INTEGRATED QFD APPROACH FOR THREE DIMENSIONAL BLENDED VALUE REQUIREMENTS IN SUSTAINABLE E-BUSINESS MODELLING: THE CASE OF A COMMERCIAL BANK,"Naim, Mohammed and Dewan, A. and Maruf, Md and Chowdhury, Hossan and Quaddus, Mohammed A",2013,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2013/DewanBiswasChowdhuryEtAl2013.pdf,inproceedings,,1985
7,0000001236,A DESIGN SCIENCE RESEARCH ROADMAP,"Alturki, Ahmad",2012,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2012/Alturki2012.pdf,inproceedings,,1229
7,0000001687,"VALIDATING THE DESIGN SCIENCE RESEARCH ROADMAP: THROUGH THE LENS OF ""THE IDEALISED MODEL FOR THEORY DEVELOPMENT""","Alturki, Ahmad and Gable, Guy G and Bandara, Wasana and Gregor, Shirley",2012,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2012/AlturkiGableBandaraEtAl2012.pdf,inproceedings,,1680
12,0000000201,End-User Experience With Information In Web-Based Electronic Service: A Case Study,"Sandhu, Kamaljeet and Corbitt, Brian J",2003,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2003/SandhuCorbitt2003a.pdf,inproceedings,,197
12,0000003109,End-User Control In Web-Based Electronic Services: A Case Study,"Sandhu, Kamaljeet and Corbitt, Brian J",2003,Pacific Asia Confereence on Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/2003/SandhuCorbitt2003.pdf,inproceedings,,3096
