"ID","title","year","author","pages","volume","number","ENTRYTYPE","journal"
"id_0000014","HPV testing and monitoring of women after treatment of CIN 3: Review of the literature and meta-analysis",2004,"Zielinski, G D and Bais, A G and Helmerhorst, Th and Verheijen, R H M and de Schipper, F A and Snijders, P J F and Voorhorst, F J and van Kemenade, F J and Rozendaal, L and Meijer, C.J.L.M.","543-553",59,,"article","Obstetrical and Gynecological Survey"
"id_0000015","A comparison of liquid-based cytology and Pap smear as a screening method for cervical cancer",2007,"Zhu, J and Norman, I and Elfgren, K and Gaberi, V and Hagmar, B and Hjerpe, A and Andersson, S","157-160",18,,"article","Oncology Reports"
"id_0000016","A comparison of liquid-based cytology and Pap smear as a screening method for cervical cancer",2007,"Zhu, J and Norman, I and Elfgren, K and Gaberi, V and Hagmar, B and Hjerpe, A and Andersson, S","157-160",18,,"article","Oncology Reports"
"id_0000017","Detection of adeno-associated virus type 2 genome in cervical carcinoma",2006,"Zheng, B Y and Li, X D and Wiklund, F and Chowdhry, S and Angstrom, T and Hallmans, G and Dillner, J and Wallin, K L","1913-1917",94,,"article","British Journal of Cancer"
"id_0000018","Detection of adeno-associated virus type 2 genome in cervical carcinoma",2006,"Zheng, B Y and Li, X D and Wiklund, F and Chowdhry, S and Angstrom, T and Hallmans, G and Dillner, J and Wallin, K L","1913-1917",94,,"article","British Journal of Cancer"
"id_0000019","Significance of high-risk human papillomavirus DNA detection in women 50 years and older with squamous cell Papanicolaou test abnormalities",2010,"Zhao, C and Zhao, S and Heider, A and Austin, R M","1130-1135",134,,"article","Archives of Pathology and Laboratory Medicine"
"id_0000020","Significance of high-risk human papillomavirus DNA detection in women 50 years and older with squamous cell papanicolaou test abnormalities",2010,"Zhao, C and Zhao, S and Heider, A and Austin, R M","1130-1135",134,,"article","Archives of Pathology & Laboratory Medicine"
"id_0000021","Follow-up findings in young females with high-grade squamous intraepithelial lesion papanicolaou test results",2011,"Zhao, C and Kalposi-Novak, P and Austin, R M","361-364",135,,"article","Archives of Pathology & Laboratory Medicine"
"id_0000022","Follow-up findings in young females with high-grade squamous intraepithelial lesion papanicolaou test results",2011,"Zhao, C and Kalposi-Novak, P and Austin, M","361-364",135,,"article","Archives of Pathology and Laboratory Medicine"
"id_0000023","Histologic follow-up results in 662 patients with Pap test findings of atypical glandular cells: Results from a large academic womens hospital laboratory employing sensitive screening methods",2009,"Zhao, C and Florea, A and Onisko, A and Austin, R M","383-389",114,,"article","Gynecologic Oncology"
"id_0000024","Histologic follow-up results in 662 patients with Pap test findings of atypical glandular cells: results from a large academic womens hospital laboratory employing sensitive screening methods",2009,"Zhao, C and Florea, A and Onisko, A and Austin, R M","383-389",114,,"article","Gynecologic Oncology"
"id_0000025","Clinical utility of adjunctive high-risk human Papillomavirus DNA testing in women with papanicolaou test findings of atypical glandular cells",2010,"Zhao, C and Florea, A and Austin, R M","103-108",134,,"article","Archives of Pathology and Laboratory Medicine"
"id_0000026","Clinical utility of adjunctive high-risk human papillomavirus DNA testing in women with Papanicolaou test findings of atypical glandular cells",2010,"Zhao, C and Florea, A and Austin, R M","103-108",134,,"article","Archives of Pathology & Laboratory Medicine"
"id_0000027","Very low Human Papillomavirus DNA prevalence in mature women with negative computer-imaged liquid-based Pap tests",2007,"Zhao, C and Elishaev, E and Yuan, K H and Yu, J and Marshall, Austin R","292-297",111,,"article","Cancer"
"id_0000028","Very low human Papillomavirus DNA prevalence in mature women with negative computer-imaged liquid-based Pap tests",2007,"Zhao, C and Elishaev, E and Yuan, K H and Yu, J and Austin, R M","292-297",111,,"article","Cancer"
"id_0000029","Follow-up outcomes for a large cohort of US women with negative imaged liquid-based cytology findings and positive high risk human papillomavirus test results",2011,"Zhao, C and Chen, X and Onisko, A and Kanbour, A and Austin, R M","291-296",122,,"article","Gynecologic Oncology"
"id_0000030","Follow-up outcomes for a large cohort of US women with negative imaged liquid-based cytology findings and positive high risk human papillomavirus test results",2011,"Zhao, C and Chen, X and Onisko, A and Kanbour, A and Austin, R M","291-296",122,,"article","Gynecologic Oncology"
"id_0000031","High-risk human papillomavirus DNA test results are useful for disease risk stratification in women with unsatisfactory liquid-based cytology pap test results",2009,"Zhao, C and Austin, R M","79-84",13,,"article","Journal of Lower Genital Tract Disease"
"id_0000032","High-risk human papillomavirus DNA test results are useful for disease risk stratification in women with unsatisfactory liquid-based cytology pap test results",2009,"Zhao, C and Austin, R M","79-84",13,,"article","Journal of Lower Genital Tract Disease"
"id_0000033","High-risk human papillomavirus DNA test results are useful for disease risk stratification in women with unsatisfactory liquid-based cytology pap test results",2009,"Zhao, C and Austin, R M","79-84",13,,"article","Journal of Lower Genital Tract Disease"
"id_0000034","Adjunctive high-risk human papillomavirus DNA testing is a useful option for disease risk assessment in patients with negative Papanicolaou tests without an endocervical/transformation zone sample",2008,"Zhao, C and Austin, R M","242-248",114,,"article","Cancer"
"id_0000035","Adjunctive high-risk human papillomavirus DNA testing is a useful option for disease risk assessment in patients with negative Papanicolaou tests without an endocervical/transformation zone sample",2008,"Zhao, C and Austin, R M","242-248",114,,"article","Cancer"
"id_0000036","Human papillomavirus DNA detection in ThinPrep Pap test vials is independent of cytologic sampling of the transformation zone",2007,"Zhao, C and Austin, R M","231-235",107,,"article","Gynecologic Oncology"
"id_0000037","Human papillomavirus DNA detection in ThinPrep Pap test vials is independent of cytologic sampling of the transformation zone",2007,"Zhao, C and Austin, R M","231-235",107,,"article","Gynecologic Oncology"
"id_0000038","Adjunctive high-risk human papillomavirus DNA testing is a useful option for disease risk assessment in patients with negative papanicolaou tests without an endocervical/transformation zone sample",2008,"Zhao, C and Austin, M","242-248",114,,"article","Cancer"
"id_0000039","The value of duplicate slides on atypical squamous cells, cannot exclude high-grade intraepithelial lesion",2012,"Zhang, S and Kelly, B and Hospodar, E and Thibodeaux, J and Thomas, J and Abreo, F","14-18",40,,"article","Diagnostic Cytopathology"
"id_0000040","The value of duplicate slides on atypical squamous cells, cannot exclude high-grade intraepithelial lesion",2012,"Zhang, S and Kelly, B and Hospodar, E and Thibodeaux, J and Thomas, J and Abreo, F","14-18",40,,"article","Diagnostic Cytopathology"
"id_0000041","Is HPV-DNA testing a useful tool in predicting low-grade squamous intraepithelial lesion outcome? A retrospective longitudinal study",2010,"Zappacosta, R and Caraceni, D and Ciccocioppo, L and Ottaviantonio, M and Conti, F and Andreozzi, S and Petrucci, F and Rosini, S","317-326",23,,"article","International journal of immunopathology and pharmacology"
"id_0000042","Is HPV-DNA testing a useful tool in predicting low-grade squamous intraepithelial lesion outcome? A retrospective longitudinal study",2010,"Zappacosta, R and Caraceni, D and Ciccocioppo, L and Ottaviantonio, M and Conti, F and Andreozzi, S and Petrucci, F and Rosini, S","317-326",23,,"article","International Journal of Immunopathology & Pharmacology"
"id_0000043","Update on the diagnosis and treatment of human papillomavirus infection. [Review] [33 refs]",2003,"Zanotti, K M and Belinson, J","945-948",69,,"article","Cleveland Clinic Journal of Medicine"
"id_0000044","Update on the diagnosis and treatment of human papillomavirus infection",2002,"Zanotti, K M and Belinson, J","948-961",69,,"article","Cleveland Clinic Journal of Medicine"
"id_0000045","Original cervical cytology and follow-up biopsy results in positive high risk human papillomavirus DNA tests with high-level results",2008,"Yuan, Q and Wilbur, D C","557-562",52,,"article","Acta Cytologica"
"id_0000046","Original cervical cytology and follow-up biopsy results in positive high risk human papillomavirus DNA tests with high-level resuls",2008,"Yuan, Q and Wilbur, D C","557-562",52,,"article","Acta Cytologica"
"id_0000047","Diagnostic value of p16INK4A, Ki-67, and human papillomavirus L1 capsid protein immunochemical staining on cell blocks from residual liquid-based gynecologic cytology specimens",2010,"Yu, L and Wang, L and Zhong, J and Chen, S","47-55",118,,"article","Cancer Cytopathology"
"id_0000048","Diagnostic value of p16INK4A, Ki-67, and human papillomavirus L1 capsid protein immunochemical staining on cell blocks from residual liquid-based gynecologic cytology specimens",2010,"Yu, L and Wang, L and Zhong, J and Chen, S","47-55",118,,"article","Cancer Cytopathology"
"id_0000049","The risk of CIN II or greater in a one-year follow-up period in patients with ASC-H interpreted with cytology",2010,"You, K and Guo, Y and Gen, L and Qiao, J","215-217",149,,"article","European Journal of Obstetrics Gynecology and Reproductive Biology"
"id_0000050","The risk of CIN II or greater in a one-year follow-up period in patients with ASC-H interpreted with cytology",2010,"You, K and Guo, Y and Gen, L and Qiao, J","215-217",149,,"article","European Journal of Obstetrics, Gynecology, & Reproductive Biology"
"id_0000051","A prospective study showing long-term infection with human papillomavirus 16 before the development of cervical carcinoma in situ",2000,"Ylitalo, N and Josefsson, A and Melbye, M and Sorensen, P and Frisch, M and Andersen, P K and Sparen, P and Gustafsson, M and Magnusson, P and Ponten, J and Gyllensten, U and Adami, H O","6027-6032",60,,"article","Cancer Research"
"id_0000052","A prospective study showing long-term infection with human papillomavirus 16 before the development of cervical carcinoma in Situ",2000,"Ylitalo, N and Josefsson, A and Melbye, M and Sorensen, P and Frisch, M and Andersen, P K and Sparen, P and Gustafsson, M and Magnusson, P and Ponten, J and Gyllensten, U and Adami, H.-O.","6027-6032",60,,"article","Cancer Research"
"id_0000053","Human papillomavirus DNA and liquid-based cervical cytology cotesting in screening and follow-up patient group",2006,"Yeoh, G P S and Tse, M P Y and Chan, K W and Lord, L","627-631",50,,"article","Acta Cytologica"
"id_0000054","Human papillomavirus DNA and liquid-based cervical cytology cotesting in screening and follow-up patient groups",2006,"Yeoh, G P and Tse, M P and Chan, K W and Lord, L","627-631",50,,"article","Acta Cytologica"
"id_0000055","Photodynamic therapy for cervical intraepithelial neoplasia",2005,"Yamaguchi, S and Tsuda, H and Takemori, M and Nakata, S and Nishimura, S and Kawamura, N and Hanioka, K and Inoue, T and Nishimura, R","110-116",69,,"article","Oncology"
"id_0000056","Photodynamic therapy for cervical intraepithelial neoplasia",2005,"Yamaguchi, S and Tsuda, H and Takemori, M and Nakata, S and Nishimura, S and Kawamura, N and Hanioka, K and Inoue, T and Nishimura, R","110-116",69,,"article","Oncology"
"id_0000057","Human papillomavirus type 18 DNA load and 2-year cumulative diagnoses of cervical intraepithelial neoplasia grades 2-3",2009,"Xi, L F and Koutsky, L A and Castle, P E and Wheeler, C M and Galloway, D A and Mao, C and Ho, J and Kiviat, N B","153-161",101,,"article","Journal of the National Cancer Institute"
"id_0000058","Human papillomavirus type 18 DNA load and 2-year cumulative diagnoses of cervical intraepithelial neoplasia grades 2-3",2009,"Xi, L F and Koutsky, L A and Castle, P E and Wheeler, C M and Galloway, D A and Mao, C and Ho, J and Kiviat, N B","153-161",101,,"article","Journal of the National Cancer Institute"
"id_0000059","Human papillomavirus type 16 variants in paired enrollment and follow-up cervical samples: implications for a proper understanding of type-specific persistent infections",2010,"Xi, L F and Koutsky, L A and Castle, P E and Edelstein, Z R and Hulbert, A and Schiffman, M and Kiviat, N B","1667-1670",202,,"article","The Journal of infectious diseases"
"id_0000060","Human papillomavirus type 16 variants in paired enrollment and follow-up cervical samples: Implications for a proper understanding of type-specific persistent infections",2010,"Xi, L F and Koutsky, L A and Castle, P E and Edelstein, Z R and Hulbert, A and Schiffman, M and Kiviat, N B","1667-1670",202,,"article","Journal of Infectious Diseases"
"id_0000061","Human papillomavirus type 16 variants in paired enrollment and follow-up cervical samples: implications for a proper understanding of type-specific persistent infections",2010,"Xi, L F and Koutsky, L A and Castle, P E and Edelstein, Z R and Hulbert, A and Schiffman, M and Kiviat, N B","1667-1670",202,,"article","Journal of Infectious Diseases"
"id_0000062","Effect of cervical cytologic status on the association between human papillomavirus type 16 DNA load and the risk of cervical intraepithelial neoplasia grade 3",2008,"Xi, L F and Kiviat, N B and Galloway, D A and Zhou, X H and Ho, J and Koutsky, L A","324-331",198,,"article","Journal of Infectious Diseases"
"id_0000063","Viral load in the natural history of human papillomavirus type 16 infection: A nested case-control study",2011,"Xi, L F and Hughes, J P and Castle, P E and Edelstein, Z R and Wang, C and Galloway, D A and Koutsky, L A and Kiviat, N B and Schiffman, M","1425-1433",203,,"article","Journal of Infectious Diseases"
"id_0000064","Viral load in the natural history of human papillomavirus type 16 infection: a nested case-control study",2011,"Xi, L F and Hughes, J P and Castle, P E and Edelstein, Z R and Wang, C and Galloway, D A and Koutsky, L A and Kiviat, N B and Schiffman, M","1425-1433",203,,"article","Journal of Infectious Diseases"
"id_0000065","Acquisition and natural history of human papillomavirus type 16 variant infection among a cohort of female university students",2002,"Xi, L F and Carter, J J and Galloway, D A and Kuypers, J and Hughes, J P and Lee, S K and Adam, D E and Kiviat, N B and Koutsky, L A","343-351",11,,"article","Cancer Epidemiology Biomarkers and Prevention"
"id_0000066","Acquisition and natural history of human papillomavirus type 16 variant infection among a cohort of female university students",2002,"Xi, L F and Carter, J J and Galloway, D A and Kuypers, J and Hughes, J P and Lee, S K and Adam, D E and Kiviat, N B and Koutsky, L A","343-351",11,,"article","Cancer Epidemiology, Biomarkers & Prevention"
"id_0000067","Reflex high-risk human papilloma virus DNA test is useful in the triage of women with atypical squamous cells cannot exclude high-grade squamous intraepithelial lesion",2006,"Wu, H.H.-J. and Allen, S L and Kirkpatrick, J L and Elsheikh, T M","707-710",34,,"article","Diagnostic Cytopathology"
"id_0000068","Reflex high-risk human papilloma virus DNA test is useful in the triage of women with atypical squamous cells cannot exclude high-grade squamous intraepithelial lesion",2006,"Wu, H H and Allen, S L and Kirkpatrick, J L and Elsheikh, T M","707-710",34,,"article","Diagnostic Cytopathology"
"id_0000069","Cervical squamous and glandular intraepithelial neoplasia: Identification and current management approaches",2003,"Wright, V C","S417-S429",45,,"article","Salud Publica de Mexico"
"id_0000070","Cervical squamous and glandular intraepithelial neoplasia: identification and current management approaches. [Review] [87 refs]",2003,"Wright, V C","Suppl-29",45,,"article","Salud Publica de Mexico"
"id_0000071","Interim guidance for the use of human papillomavirus DNA testing as an adjunct to cervical cytology for screening. [Review] [20 refs]",2004,"Wright Jr., T C and Schiffman, M and Solomon, D and Cox, J T and Garcia, F and Goldie, S and Hatch, K and Noller, K L and Roach, N and Runowicz, C and Saslow, D","304-309",103,,"article","Obstetrics & Gynecology"
"id_0000072","Human papillomavirus triage for young women with atypical squamous cells of undetermined significance",2006,"Wright, J D and Rader, J S and Davila, R and Powell, M A and Mutch, D G and Gao, F and Gibb, R K","822-829",107,,"article","Obstetrics and Gynecology"
"id_0000073","Human papillomavirus triage for young women with atypical squamous cells of undetermined significance",2006,"Wright, J D and Rader, J S and Davila, R and Powell, M A and Mutch, D G and Gao, F and Gibb, R K","822-829",107,,"article","Obstetrics and Gynecology"
"id_0000074","Human papillomavirus triage for young women with atypical squamous cells of undetermined significance",2006,"Wright, J D and Rader, J S and Davila, R and Powell, M A and Mutch, D G and Gao, F and Gibb, R K","822-829",107,,"article","Obstetrics & Gynecology"
"id_0000075","Interim guidance for the use of human papillomavirus DNA testing as an adjunct to cervical cytology for screening",2004,"Wright, Jr and Schiffman, M and Solomon, D and Cox, J T and Garcia, F and Goldie, S and Hatch, K and Noller, K L and Roach, N and Runowicz, C and Saslow, D","304-309",103,,"article","Obstetrics and Gynecology"
"id_0000076","Natural history of cervical human papillomavirus infection in young women: A longitudinal cohort study",2001,"Woodman, C B J and Collins, S and Winter, H and Bailey, A and Ellis, J and Prior, P and Yates, M and Rollason, T P and Young, L S","1831-1836",357,,"article","Lancet"
"id_0000077","Human papillomavirus type 18 and rapidly progressing cervical intraepithelial neoplasia",2003,"Woodman, C B J and Collins, S and Rollason, T P and Winter, H and Bailey, A and Yates, M and Young, L S","40-43",361,,"article","Lancet"
"id_0000078","Natural history of cervical human papillomavirus infection in young women: a longitudinal cohort study",2001,"Woodman, C B and Collins, S and Winter, H and Bailey, A and Ellis, J and Prior, P and Yates, M and Rollason, T P and Young, L S","1831-1836",357,,"article","Lancet"
"id_0000079","Human papillomavirus type 18 and rapidly progressing cervical intraepithelial neoplasia",2003,"Woodman, C B and Collins, S and Rollason, T P and Winter, H and Bailey, A and Yates, M and Young, L S","40-43",361,,"article","Lancet"
"id_0000080","Human papillomavirus DNA detection in menstrual blood from patients with cervical intraepithelial neoplasia and condyloma acuminatum",2010,"Wong, S C C and Au, T C C and Chan, S C S and Chan, C M L and Lam, M Y Y and Zee, B C Y and Pong, W M and Chan, A T C","709-713",48,,"article","Journal of Clinical Microbiology"
"id_0000081","Human papillomavirus DNA detection in menstrual blood from patients with cervical intraepithelial neoplasia and condyloma acuminatum",2010,"Wong, S C and Au, T C and Chan, S C and Chan, C M and Lam, M Y and Zee, B C and Pong, W M and Chan, A T","709-713",48,,"article","Journal of Clinical Microbiology"
"id_0000082","Efficacy of Abbott RealTime High Risk HPV test in evaluation of atypical squamous cells of undetermined significance from an Asian screening population",2011,"Wong, O G W and Lo, C K and Szeto, E and Cheung, A N Y","136-138",51,,"article","Journal of Clinical Virology"
"id_0000083","Efficacy of Abbott RealTime High Risk HPV test in evaluation of atypical squamous cells of undetermined significance from an Asian screening population",2011,"Wong, O G and Lo, C K and Szeto, E and Cheung, A N","136-138",51,,"article","Journal of Clinical Virology"
"id_0000084","Human papillomavirus (HPV) in atypical squamous cervical cytology: The invader HPV test as a new screening assay",2008,"Wong, A K and Chan, R.C.-K. and Nichols, W S and Bose, S","869-875",46,,"article","Journal of Clinical Microbiology"
"id_0000085","Invader human papillomavirus (HPV) type 16 and 18 assays as adjuncts to HPV screening of cervical papanicolaou smears with atypical squamous cells of undetermined significance",2009,"Wong, A K and Chan, R C and Nichols, W S and Bose, S","823-832",115,,"article","Cancer"
"id_0000086","Invader human papillomavirus (HPV) type 16 and 18 assays as adjuncts to HPV screening of cervical papanicolaou smears with atypical squamous cells of undetermined significance",2009,"Wong, A K and Chan, R C and Nichols, W S and Bose, S","823-832",115,,"article","Cancer"
"id_0000087","Human papillomavirus (HPV) in atypical squamous cervical cytology: the Invader HPV test as a new screening assay",2008,"Wong, A K and Chan, R C and Nichols, W S and Bose, S","869-875",46,,"article","Journal of Clinical Microbiology"
"id_0000088","Association of sexual abuse with incident high-risk human papillomavirus infection among young African-American women",2009,"Wingood, G M and Seth, P and DiClemente, R J and Robinson, L S","784-786",36,,"article","Sexually Transmitted Diseases"
"id_0000089","Association of sexual abuse with incident high-risk human papillomavirus infection among young African-American women",2009,"Wingood, G M and Seth, P and DiClemente, R J and Robinson, L S","784-786",36,,"article","Sexually Transmitted Diseases"
"id_0000090","Significance of extensive hyperkeratosis on cervical/vaginal smears",2003,"Williamson, B A and DeFrias, D and Gunn, R and Tarjan, G and Nayar, R","749-752",47,,"article","Acta Cytologica"
"id_0000091","Significance of extensive hyperkeratosis on cervical/vaginal smears",2003,"Williamson, B A and DeFrias, D and Gunn, R and Tarjan, G and Nayar, R","749-752",47,,"article","Acta Cytologica"
"id_0000092","Human papillomavirus DNA in sera of cervical cancer patients as tumor marker",2003,"Widschwendter, A and Blassnig, A and Wiedemair, A and Muller-Holzner, E and Muller, H M and Marth, C","231-239",202,,"article","Cancer Letters"
"id_0000093","Human papillomavirus DNA in sera of cervical cancer patients as tumor marker",2003,"Widschwendter, A and Blassnig, A and Wiedemair, A and Muller-Holzner, E and Muller, H M and Marth, C","231-239",202,,"article","Cancer Letters"
"id_0000094","Liquid-Based Cytology and Human Papillomavirus Testing to Screen for Cervical Cancer: A Systematic Review for the U.S. Preventive Services Task Force",2011,"Whitlock, E P and Vesco, K K and Eder, M and Lin, J S and Senger, C A and Burda, B U",,,,"article","Ann Intern Med"
"id_0000095","Liquid-Based Cytology and Human Papillomavirus Testing to Screen for Cervical Cancer: A Systematic Review for the U.S. Preventive Services Task Force",2011,"Whitlock, E P and Vesco, K K and Eder, M and Lin, J S and Senger, C A and Burda, B U",,,,"article","Ann Intern Med"
"id_0000096","The impact of quadrivalent human papillomavirus (HPV; Types 6, 11, 16, and 18) L1 virus-like particle vaccine on infection and disease due to oncogenic nonvaccine hpv types in sexually active women ag",2009,"Wheeler, C M and Kjaer, S K and Sigurdsson, K and Iversen, O.-E. and Mauricio, H.-A. and Perez, G and Brown, D R and Koutsky, L A and Tay, E H and Garcia, P and Ault, K A and Garland, S M and Leodolter, S and Olsson, S.-E. and Tang, G W K and Ferris, D G and Paavonen, J and Steben, M and Bosch, F X and Dillner, J and Joura, E A and Kurman, R J and Majewski, S and Munoz, N and Myers, E R and Villa, L L and Taddeo, F J and Roberts, C and Tadesse, A and Bryan, J and Lupinacci, L C and Giacoletti, K E D and James, M and Vuocolo, S and Hesley, T M and Barra, E","936-944",199,,"article","Journal of Infectious Diseases"
"id_0000097","The impact of quadrivalent human papillomavirus (HPV; types 6, 11, 16, and 18) L1 virus-like particle vaccine on infection and disease due to oncogenic nonvaccine HPV types in sexually active women ag",2009,"Wheeler, C M and Kjaer, S K and Sigurdsson, K and Iversen, O E and Hernandez-Avila, M and Perez, G and Brown, D R and Koutsky, L A and Tay, E H and Garcia, P and Ault, K A and Garland, S M and Leodolter, S and Olsson, S E and Tang, G W and Ferris, D G and Paavonen, J and Steben, M and Bosch, F X and Dillner, J and Joura, E A and Kurman, R J and Majewski, S and Munoz, N and Myers, E R and Villa, L L and Taddeo, F J and Roberts, C and Tadesse, A and Bryan, J and Lupinacci, L C and Giacoletti, K E and James, M and Vuocolo, S and Hesley, T M and Barr, E","936-944",199,,"article","The Journal of infectious diseases"
"id_0000098","The impact of quadrivalent human papillomavirus (HPV; types 6, 11, 16, and 18) L1 virus-like particle vaccine on infection and disease due to oncogenic nonvaccine HPV types in sexually active women ag",2009,"Wheeler, C M and Kjaer, S K and Sigurdsson, K and Iversen, O E and Hernandez-Avila, M and Perez, G and Brown, D R and Koutsky, L A and Tay, E H and Garcia, P and Ault, K A and Garland, S M and Leodolter, S and Olsson, S E and Tang, G W and Ferris, D G and Paavonen, J and Steben, M and Bosch, F X and Dillner, J and Joura, E A and Kurman, R J and Majewski, S and Munoz, N and Myers, E R and Villa, L L and Taddeo, F J and Roberts, C and Tadesse, A and Bryan, J and Lupinacci, L C and Giacoletti, K E and James, M and Vuocolo, S and Hesley, T M and Barr, E","936-944",199,,"article","Journal of Infectious Diseases"
"id_0000099","The impact of quadrivalent human papillomavirus (HPV; types 6, 11, 16, and 18) L1 virus-like particle vaccine on infection and disease due to oncogenic nonvaccine HPV types in sexually active women ag",2009,"Wheeler, C M and Kjaer, S K and Sigurdsson, K and Iversen, O E and Hernandez, Avila M and Perez, G and Brown, D R and Koutsky, L A and Tay, E H and Garc?a, P and Ault, K A and Garland, S M and Leodolter, S and Olsson, S E and Tang, G W and Ferris, D G and Paavonen, J and Steben, M and Bosch, F X and Dillner, J and Joura, E A and Kurman, R J and Majewski, S and Mu?oz, N and Myers, E R and Villa, L L and Taddeo, F J and Roberts, C and Tadesse, A and Bryan, J and Lupinacci, L C and Giacoletti, K E and James, M and Vuocolo, S and Hesley, T M and Barr, E","936-944",199,,"article","The Journal of infectious diseases"
"id_0000100","Can viral load, semi-quantitatively evaluated, of human papillomavirus predict cytological or histological outcome in women with atypical squamous or glandular cells of undetermined significance cytol",2005,"Wensveen, C W M and Kagie, M J and Nagelkerke, N J D and Veldhuizen, R W and Trimbos, J.B.M.Z.","393-397",26,,"article","European Journal of Gynaecological Oncology"
"id_0000101","Can viral load, semi-quantitatively evaluated, of human papillomavirus predict cytological or histological outcome in women with atypical squamous or glandular cells of undetermined significance cytol",2005,"Wensveen, C W and Kagie, M J and Nagelkerke, N J and Veldhuizen, R W and Trimbos, J B","393-397",26,,"article","European Journal of Gynaecological Oncology"
"id_0000102","Slumbering mucosal immune response in the cervix of human papillomavirus DNA-positive and -negative women",2010,"Wendel, S B and Kaldensjo, T and Peterson, P and Andersson, S and Broliden, K and Hirbod, T","1565-1573",37,,"article","International Journal of Oncology"
"id_0000103","Alcoholism and risk for cancer of the cervix uteri, vagina, and vulva",2001,"Weiderpass, E and Ye, W and Tamimi, R and Trichopolous, D and Nyren, O and Vainio, H and Adami, H O","899-901",10,,"article","Cancer Epidemiology, Biomarkers & Prevention"
"id_0000104","Alcoholism and risk for cancer of the cervix uteri, vagina, and vulva",2001,"Weiderpass, E and Ye, W and Tamimi, R and Trichopolous, D and Nyren, O and Vainio, H and Adami, H.-O.","899-901",10,,"article","Cancer Epidemiology Biomarkers and Prevention"
