case,ID,title,year,author,pages,volume,number,ENTRYTYPE,series,abstract,doi,search_set,container_title,author_full
id_0000049;id_0000050,id_0000049,cell free microrna expression profiles malignant effusion associated patient survival non small cell lung cancer,2012,wang lv shen zhou wang chen liu yu,43268,7,152,article,,,,,plos one,"Wang, Tingting and Lv, Mingming and Shen, Sunan and Zhou, Sheng and Wang, Ping and Chen, Yueqiu and Liu, Baorui and Yu, Like and Hou, Yayi"
id_0000049;id_0000050,id_0000050,cell free microrna expression profiles malignant effusion associated patient survival non small cell lung cancer,2012,wang lv shen zhou wang chen liu yu,,7,153,article,,,,,plos one,"Wang, T. and Lv, M. and Shen, S. and Zhou, S. and Wang, P. and Chen, Y. and Liu, B. and Yu, L. and Hou, Y."
id_0000049;id_0000893,id_0000049,cell free microrna expression profiles malignant effusion associated patient survival non small cell lung cancer,2012,wang lv shen zhou wang chen liu yu,43268,7,152,article,,,,,plos one,"Wang, Tingting and Lv, Mingming and Shen, Sunan and Zhou, Sheng and Wang, Ping and Chen, Yueqiu and Liu, Baorui and Yu, Like and Hou, Yayi"
id_0000049;id_0000893,id_0000893,cell free microrna expression profiles malignant effusion associated patient survival non small cell lung cancer,2012,wang liu hou,,30,151,article,,,,,j clin onco,"Wang, T. and Liu, B. and Hou, Y."
id_0000050;id_0000893,id_0000893,cell free microrna expression profiles malignant effusion associated patient survival non small cell lung cancer,2012,wang liu hou,,30,151,article,,,,,j clin onco,"Wang, T. and Liu, B. and Hou, Y."
id_0000050;id_0000893,id_0000050,cell free microrna expression profiles malignant effusion associated patient survival non small cell lung cancer,2012,wang lv shen zhou wang chen liu yu,,7,153,article,,,,,plos one,"Wang, T. and Lv, M. and Shen, S. and Zhou, S. and Wang, P. and Chen, Y. and Liu, B. and Yu, L. and Hou, Y."
id_0000053;id_0000897,id_0000897,phase 3 clinical trial elemenum emulsion management malignant pleural peritoneal effusions,1996,wang zhang sun,464-467,18,1249,article,,,,,chin j onco,"Wang, J. and Zhang, H. and Sun, Y."
id_0000053;id_0000897,id_0000053,results phase 3 clinical trial pseudomonas jinanensis vaccine injection pvi treatment malignant pleural effusion,1995,wang zhang wang,458-460,17,1647,article,,,,,chin j onco,"Wang, J. and Zhang, H. and Wang, Y."
id_0000054;id_0000897,id_0000054,results phase 3 clinical trial pseudomonas jinanensis vaccine injection pvi treatment malignant pleural effusion,1995,wang zhang wang,458-460,17,1648,article,,,,,chin j onco,"Wang, J. and Zhang, H. and Wang, Y."
id_0000054;id_0000897,id_0000897,phase 3 clinical trial elemenum emulsion management malignant pleural peritoneal effusions,1996,wang zhang sun,464-467,18,1249,article,,,,,chin j onco,"Wang, J. and Zhang, H. and Sun, Y."
id_0000062;id_0000063,id_0000062,biologically active helevin based compositions treatment pleural empyema,1991,vishnevskii adamian akylbekov romashov supov,109-111,,109,article,,,,,khir,"Vishnevskii, A. A. and Adamian, A. A. and Akylbekov, I. K. and Romashov, Iu V. and Supoev, A. A."
id_0000062;id_0000063,id_0000063,biologically active helevin based compositions treatment pleural empyema,1991,vishnevski adamian akylbekov romashoviu supov,109-111,,108,article,,,,,khir,"Vishnevski, A. A. and Adamian, A. A. and Akylbekov, I. K. and Romashov Iu, V. and Supoev, A. A."
id_0000088;id_0000089,id_0000089,comparison amoxicillin cefamandole prevention bronchopulmonary infections pulmonary surgery randomized double blind study,1994,train soulard bouyer bizouarn blanloil,280-284,13,266,article,,,,,ann fran anes rean,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y."
id_0000088;id_0000089,id_0000088,antibiotic prophylaxis pulmonary surgery controlled double blind study amoxicillin versus cefamandole,1994,train soulard bouyer bizouarn blanloil,280-284,13,65,article,,,,,ann fr anes rean,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y."
id_0000088;id_0000090,id_0000090,comparison amoxicillin cefamandole prevention bronchopulmonary infections pulmonary surgery randomized double blind study,1994,train soulard bouyer bizouarn blanloil,280-284,13,267,article,,,,,ann fran aise anes sie r anim,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y."
id_0000088;id_0000090,id_0000088,antibiotic prophylaxis pulmonary surgery controlled double blind study amoxicillin versus cefamandole,1994,train soulard bouyer bizouarn blanloil,280-284,13,65,article,,,,,ann fr anes rean,"Train, M. and Soulard, D. and Bouyer, L. and Bizouarn, P. and Blanloeil, Y."
id_0000091;id_0000799,id_0000091,postoperative immunostimulation non small cell bronchial carcinoma outcome complications,1984,toomes,935-940,109,1347,article,,,,,deut med woch,"Toomes, H."
id_0000091;id_0000799,id_0000799,postoperative local immunostimulation non oatcell bronchial carcinoma,1984,,935-940,109,1351,article,,,,,dtsc med woch,
id_0000092;id_0000799,id_0000092,postoperative immunostimulation non small cell bronchial carcinoma outcome complications,1984,toomes,935-940,109,1348,article,,,,,deut med woch,"Toomes, H."
id_0000092;id_0000799,id_0000799,postoperative local immunostimulation non oatcell bronchial carcinoma,1984,,935-940,109,1351,article,,,,,dtsc med woch,
id_0000109;id_0000110,id_0000110,safety effectiveness 3 different doses silver nitrate pleurodesis patients malignant pleural effusion preliminary results [abstract,2010,terra bellato hortencio teixeira chate camelo,811,138,1689,article,,,,,ches,"Terra, R. M. and Bellato, R. T. and Hortencio, L. O. and Teixeira, L. R. and Chate, R. C. and Camelo, L. K."
id_0000109;id_0000110,id_0000109,safety effectiveness 3 different doses silver nitrate pleurodesis patients malignant pleural effusion preliminary results,2010,terra bellato hortencio teixeira chate camelo fahel jatene,,138,1687,article,,,,,ches,"Terra, R. M. and Bellato, R. T. and Hortencio, L. O. and Teixeira, L. R. and Chate, R. C. and Camelo, L. K. and Fahel, M. G. and Jatene, F. B."
id_0000109;id_0000973,id_0000973,safety effectiveness 3 different doses silver nitrate pleurodesis patients malignant pleural effusion preliminary results,2011,terra bellato teixeira chate jatene camelo fahel,134,14,1688,article,,,,,hear surg foru,"Terra, R. M. and Bellato, R. T. and Teixeira, L. R. and Chate, R. C. and Jatene, F. B. and Camelo, L. K. and Fahel, M. G."
id_0000109;id_0000973,id_0000109,safety effectiveness 3 different doses silver nitrate pleurodesis patients malignant pleural effusion preliminary results,2010,terra bellato hortencio teixeira chate camelo fahel jatene,,138,1687,article,,,,,ches,"Terra, R. M. and Bellato, R. T. and Hortencio, L. O. and Teixeira, L. R. and Chate, R. C. and Camelo, L. K. and Fahel, M. G. and Jatene, F. B."
id_0000110;id_0000973,id_0000973,safety effectiveness 3 different doses silver nitrate pleurodesis patients malignant pleural effusion preliminary results,2011,terra bellato teixeira chate jatene camelo fahel,134,14,1688,article,,,,,hear surg foru,"Terra, R. M. and Bellato, R. T. and Teixeira, L. R. and Chate, R. C. and Jatene, F. B. and Camelo, L. K. and Fahel, M. G."
id_0000110;id_0000973,id_0000110,safety effectiveness 3 different doses silver nitrate pleurodesis patients malignant pleural effusion preliminary results [abstract,2010,terra bellato hortencio teixeira chate camelo,811,138,1689,article,,,,,ches,"Terra, R. M. and Bellato, R. T. and Hortencio, L. O. and Teixeira, L. R. and Chate, R. C. and Camelo, L. K."
id_0000121;id_0000122,id_0000121,prophylactic antibiotics reduce morbidity mortality newborn infants intercostal catheters,2012,stewart inglis jardine koorts davies,008173,4,1426,article,,,,,coch data syst rev,"Stewart, Alice and Inglis, Garry D. T. and Jardine, Luke A. and Koorts, Pieter and Davies, Mark W."
id_0000121;id_0000122,id_0000122,prophylactic antibiotics reduce morbidity mortality newborn infants intercostal catheters,2012,stewart inglis jardine koorts davies,,,1425,article,,,,,coch data syst rev,"Stewart, A. and Inglis, G. D. and Jardine, L. A. and Koorts, P. and Davies, M. W."
id_0000137;id_0001024,id_0001024,randomized trial comparing intrapleural urokinase video assisted thoracoscopic surgery treatment childhood empyema [abstract,2006,sonnappa cohen owens doorn elliott jaffe,41151,,1583,article,,,,,am thor soc,"Sonnappa, S. and Cohen, G. and Owens, C. and Doorn, C. and Elliott, M. and Jaffe, A."
id_0000137;id_0001024,id_0000137,comparison urokinase video assisted thoracoscopic surgery treatment childhood empyema,2006,sonnappa cohen owens vandoorn cairns stanojevic elliott jaffe,221-227,174,311,article,,,,,am j resp crit care med,"Sonnappa, S. and Cohen, G. and Owens, C. M. and van Doorn, C. and Cairns, J. and Stanojevic, S. and Elliott, M. J. and Jaffé, A."
id_0000138;id_0001024,id_0001024,randomized trial comparing intrapleural urokinase video assisted thoracoscopic surgery treatment childhood empyema [abstract,2006,sonnappa cohen owens doorn elliott jaffe,41151,,1583,article,,,,,am thor soc,"Sonnappa, S. and Cohen, G. and Owens, C. and Doorn, C. and Elliott, M. and Jaffe, A."
id_0000138;id_0001024,id_0000138,comparison urokinase video assisted thoracoscopic surgery treatment childhood empyema,2006,sonnappa cohen owens vandoorn cairns stanojevic elliott jaffe,221-227,174,310,article,,,,,am j resp crit care med,"Sonnappa, Samatha and Cohen, Gordon and Owens, Catherine M. and van Doorn, Carin and Cairns, John and Stanojevic, Sanja and Elliott, Martin J. and Jaffe, Adam"
id_0000139;id_0001024,id_0001024,randomized trial comparing intrapleural urokinase video assisted thoracoscopic surgery treatment childhood empyema [abstract,2006,sonnappa cohen owens doorn elliott jaffe,41151,,1583,article,,,,,am thor soc,"Sonnappa, S. and Cohen, G. and Owens, C. and Doorn, C. and Elliott, M. and Jaffe, A."
id_0000139;id_0001024,id_0000139,comparison urokinase video assisted thoracoscopic surgery treatment childhood empyema,2006,sonnappa cohen owens vandoorn cairns stanojevic elliott jaffe,221-227,174,309,article,,,,,am j resp crit care med,"Sonnappa, S. and Cohen, G. and Owens, C. M. and Doorn, C. and Cairns, J. and Stanojevic, S. and Elliott, M. J. and Jaffé, A."
id_0000190;id_0000191,id_0000190,"a new paracentesis needle ascites pleural effusion compared venous indwelling catheter prospective, randomized study",2001,schlottmann gelbmann grune lock scholmerich,321-324,96,1022,article,,,,,med klin muni germ,"Schlottmann, K. and Gelbmann, C. and Grüne, S. and Lock, G. and Schölmerich, J."
id_0000190;id_0000191,id_0000191,new paracentesis device ascites pleural effusions compared angiocath prospective randomized study,2001,schlottmann gelbmann grune lock scholmerich,321-324,96,1020,article,,,,,med klin,"Schlottmann, K. and Gelbmann, C. and Grune, S. and Lock, G. and Scholmerich, J."
id_0000191;id_0000192,id_0000192,"a new paracentesis needle ascites pleural effusion compared venous indwelling catheter prospective, randomized study",2001,schlottmann gelbmann grune lock scholmerich,321-324,96,1021,article,,,,,med klin,"Schlottmann, K. and Gelbmann, C. and Grune, S. and Lock, G. and Scholmerich, J."
id_0000191;id_0000192,id_0000191,new paracentesis device ascites pleural effusions compared angiocath prospective randomized study,2001,schlottmann gelbmann grune lock scholmerich,321-324,96,1020,article,,,,,med klin,"Schlottmann, K. and Gelbmann, C. and Grune, S. and Lock, G. and Scholmerich, J."
id_0000205;id_0000294,id_0000205,effect nocardia rubra cell wall skeleton against pleuritis carcinomatosa adenocarcinoma lung,1983,saijo eguchi tominaga shinkai shimizu shibuya shimabukuro niitani,290-295,10,521,article,,,,,gan kaga ryoh japa j canc chem,"Saijo, N. and Eguchi, K. and Tominaga, K. and Shinkai, T. and Shimizu, E. and Shibuya, M. and Shimabukuro, Z. and Niitani, H."
id_0000205;id_0000294,id_0000294,immunotherapy resectable lung cancer using nocardia rubra cell wall skeleton,1983,ogura,366-372,10,716,article,,,,,gan kaga ryoh japa j canc chem,"Ogura, T."
id_0000206;id_0000295,id_0000206,effect nocardia rubra cell wall skeleton against pleuritis carcinomatosa adenocarcinoma lung,1983,saijo eguchi tominaga shinkai shimizu shibuya shimabukuro niitani,290-295,10,522,article,,,,,gan kaga ryoh canc chem,"Saijo, N. and Eguchi, K. and Tominaga, K. and Shinkai, T. and Shimizu, E. and Shibuya, M. and Shimabukuro, Z. and Niitani, H."
id_0000206;id_0000295,id_0000295,immunotherapy resectable lung cancer using nocardia rubra cell wall skeleton,1983,ogura,366-372,10,717,article,,,,,gan kaga ryoh canc chem,"Ogura, T."
id_0000213;id_0000352,id_0000213,trial intrapleural streptokinase,2005,rosa,2243-52243-5,352,1898,article,,,,,new engl j med,"Rosa, Ute W."
id_0000213;id_0000352,id_0000352,u k controlled trial intrapleural streptokinase pleural infection,2005,maskell davies nunn hedley gleeson miller gabe rees,865-874,352,1915,article,,,,,new engl j med,"Maskell, Nicholas A. and Davies, Christopher W. H. and Nunn, Andrew J. and Hedley, Emma L. and Gleeson, Fergus V. and Miller, Robert and Gabe, Rhian and Rees, Glyn L. and Peto, Timothy E. A. and Woodhead, Mark A. and Lane, Donald J. and Darbyshire, Janet H. and Davies, Robert J. O. and First Multicenter Intrapleural Sepsis Trial, Group"
id_0000213;id_0000353,id_0000353,u k controlled trial intrapleural streptokinase pleural infection,2005,maskell davies nunn hedley gleeson miller gabe rees,865-874,352,1914,article,,,,,new engl j med,"Maskell, N. A. and Davies, C. W. H. and Nunn, A. J. and Hedley, E. L. and Gleeson, F. V. and Miller, R. and Gabe, R. and Rees, G. L. and Peto, T. E. A. and Woodhead, M. A. and Lane, D. J. and Darbyshire, J. H. and Davies, R. J. O."
id_0000213;id_0000353,id_0000213,trial intrapleural streptokinase,2005,rosa,2243-52243-5,352,1898,article,,,,,new engl j med,"Rosa, Ute W."
id_0000213;id_0000354,id_0000213,trial intrapleural streptokinase,2005,rosa,2243-52243-5,352,1898,article,,,,,new engl j med,"Rosa, Ute W."
id_0000213;id_0000354,id_0000354,u k controlled trial intrapleural streptokinase pleural infection,2005,maskell davies nunn hedley gleeson miller gabe rees,865-874,352,1913,article,,,,,new engl j med,"Maskell, N. A. and Davies, C. W. and Nunn, A. J. and Hedley, E. L. and Gleeson, F. V. and Miller, R. and Gabe, R. and Rees, G. L. and Peto, T. E. and Woodhead, M. A. and Lane, D. J. and Darbyshire, J. H. and Davies, R. J."
id_0000234;id_0001166,id_0000234,long term antimicrobial prophylaxis lung cancer surgery correlation between microbiological findings empyema development,1994,ratto fantino tassara angelini spessa parodi,345-352,11,894,article,,,,,lung canc,"Ratto, G. B. and Fantino, G. and Tassara, E. and Angelini, M. and Spessa, E. and Parodi, A."
id_0000234;id_0001166,id_0001166,antibiotic prophylaxis lung cancer surgery,1990,ratto,184-191,6,58,article,,,,,lung canc,"Ratto, G. B."
id_0000236;id_0000719,id_0000236,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1572,article,,,,,j clin onco,"Ramlau, Rodryg and Zatloukal, Petr and Jassem, Jacek and Schwarzenberger, Paul and Orlov, Sergei V. and Gottfried, Maya and Pereira, Jose Rodrigues and Temperley, Guillermo and Negro-Vilar, Rosa and Rahal, Samia and Zhang, Joseph K. and Negro-Vilar, Andres and Dziewanowska, Zofia E."
id_0000236;id_0000719,id_0000719,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1268,article,,,,,j clin onco,"Blumenschein, George R., Jr. and Khuri, Fadlo R. and von Pawel, Joachim and Gatzemeier, Ulrich and Miller, Wilson H., Jr. and Jotte, Robert M. and Le Treut, Jacques and Sun, Show-Li and Zhang, Jinkun K. and Dziewanowska, Zofia E. and Negro-Vilar, Andres"
id_0000236;id_0000720,id_0000720,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1267,article,,,,,j clin onco,"Blumenschein, G. R., Jr. and Khuri, F. R. and von Pawel, J. and Gatzemeier, U. and Miller, W. H., Jr. and Jotte, R. M. and Le Treut, J. and Sun, S. L. and Zhang, J. K. and Dziewanowska, Z. E. and Negro-Vilar, A."
id_0000236;id_0000720,id_0000236,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1572,article,,,,,j clin onco,"Ramlau, Rodryg and Zatloukal, Petr and Jassem, Jacek and Schwarzenberger, Paul and Orlov, Sergei V. and Gottfried, Maya and Pereira, Jose Rodrigues and Temperley, Guillermo and Negro-Vilar, Rosa and Rahal, Samia and Zhang, Joseph K. and Negro-Vilar, Andres and Dziewanowska, Zofia E."
id_0000236;id_0000721,id_0000721,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1266,article,,,,,j clin onco,"Blumenschein, G. R. and Khuri, F. R. and Pawel, J. and Gatzemeier, U. and Miller, W. H. and Jotte, R. M. and Treut, J. and Sun, S. L. and Zhang, J. K. and Dziewanowska, Z. E. and Negro-Vilar, A."
id_0000236;id_0000721,id_0000236,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1572,article,,,,,j clin onco,"Ramlau, Rodryg and Zatloukal, Petr and Jassem, Jacek and Schwarzenberger, Paul and Orlov, Sergei V. and Gottfried, Maya and Pereira, Jose Rodrigues and Temperley, Guillermo and Negro-Vilar, Rosa and Rahal, Samia and Zhang, Joseph K. and Negro-Vilar, Andres and Dziewanowska, Zofia E."
id_0000237;id_0000719,id_0000237,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1573,article,,,,,j clin onco,"Ramlau, R. and Zatloukal, P. and Jassem, J. and Schwarzenberger, P. and Orlov, S. V. and Gottfried, M. and Pereira, J. R. and Temperley, G. and Negro-Vilar, R. and Rahal, S. and Zhang, J. K. and Negro-Vilar, A. and Dziewanowska, Z. E."
id_0000237;id_0000719,id_0000719,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1268,article,,,,,j clin onco,"Blumenschein, George R., Jr. and Khuri, Fadlo R. and von Pawel, Joachim and Gatzemeier, Ulrich and Miller, Wilson H., Jr. and Jotte, Robert M. and Le Treut, Jacques and Sun, Show-Li and Zhang, Jinkun K. and Dziewanowska, Zofia E. and Negro-Vilar, Andres"
id_0000237;id_0000720,id_0000237,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1573,article,,,,,j clin onco,"Ramlau, R. and Zatloukal, P. and Jassem, J. and Schwarzenberger, P. and Orlov, S. V. and Gottfried, M. and Pereira, J. R. and Temperley, G. and Negro-Vilar, R. and Rahal, S. and Zhang, J. K. and Negro-Vilar, A. and Dziewanowska, Z. E."
id_0000237;id_0000720,id_0000720,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1267,article,,,,,j clin onco,"Blumenschein, G. R., Jr. and Khuri, F. R. and von Pawel, J. and Gatzemeier, U. and Miller, W. H., Jr. and Jotte, R. M. and Le Treut, J. and Sun, S. L. and Zhang, J. K. and Dziewanowska, Z. E. and Negro-Vilar, A."
id_0000237;id_0000721,id_0000237,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1573,article,,,,,j clin onco,"Ramlau, R. and Zatloukal, P. and Jassem, J. and Schwarzenberger, P. and Orlov, S. V. and Gottfried, M. and Pereira, J. R. and Temperley, G. and Negro-Vilar, R. and Rahal, S. and Zhang, J. K. and Negro-Vilar, A. and Dziewanowska, Z. E."
id_0000237;id_0000721,id_0000721,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1266,article,,,,,j clin onco,"Blumenschein, G. R. and Khuri, F. R. and Pawel, J. and Gatzemeier, U. and Miller, W. H. and Jotte, R. M. and Treut, J. and Sun, S. L. and Zhang, J. K. and Dziewanowska, Z. E. and Negro-Vilar, A."
id_0000238;id_0000719,id_0000238,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1574,article,,,,,j clin onco,"Ramlau, R. and Zatloukal, P. and Jassem, J. and Schwarzenberger, P. and Orlov, S. V. and Gottfried, M. and Pereira, J. R. and Temperley, G. and Negro-Vilar, R. and Rahal, S. and Zhang, J. K. and Negro-Vilar, A. and Dziewanowska, Z. E."
id_0000238;id_0000719,id_0000719,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1268,article,,,,,j clin onco,"Blumenschein, George R., Jr. and Khuri, Fadlo R. and von Pawel, Joachim and Gatzemeier, Ulrich and Miller, Wilson H., Jr. and Jotte, Robert M. and Le Treut, Jacques and Sun, Show-Li and Zhang, Jinkun K. and Dziewanowska, Zofia E. and Negro-Vilar, Andres"
id_0000238;id_0000720,id_0000238,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1574,article,,,,,j clin onco,"Ramlau, R. and Zatloukal, P. and Jassem, J. and Schwarzenberger, P. and Orlov, S. V. and Gottfried, M. and Pereira, J. R. and Temperley, G. and Negro-Vilar, R. and Rahal, S. and Zhang, J. K. and Negro-Vilar, A. and Dziewanowska, Z. E."
id_0000238;id_0000720,id_0000720,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1267,article,,,,,j clin onco,"Blumenschein, G. R., Jr. and Khuri, F. R. and von Pawel, J. and Gatzemeier, U. and Miller, W. H., Jr. and Jotte, R. M. and Le Treut, J. and Sun, S. L. and Zhang, J. K. and Dziewanowska, Z. E. and Negro-Vilar, A."
id_0000238;id_0000721,id_0000238,randomized phase 3 trial comparing bexarotene l106949 cisplatin vinorelbine cisplatin vinorelbine chemotherapy naive patients advanced metastatic non small cell lung cancer spiri,2008,ramlau zatloukal jassem schwarzenberger orlov gottfried pereira temperley,1886-1892,26,1574,article,,,,,j clin onco,"Ramlau, R. and Zatloukal, P. and Jassem, J. and Schwarzenberger, P. and Orlov, S. V. and Gottfried, M. and Pereira, J. R. and Temperley, G. and Negro-Vilar, R. and Rahal, S. and Zhang, J. K. and Negro-Vilar, A. and Dziewanowska, Z. E."
id_0000238;id_0000721,id_0000721,"phase 3 trial comparing carboplatin, paclitaxel, bexarotene carboplatin paclitaxel chemotherapy naive patients advanced metastatic non small cell lung cancer spirit 2",2008,blumenschein khuri vonpawel gatzemeier miller jotte letreut sun,1879-1885,26,1266,article,,,,,j clin onco,"Blumenschein, G. R. and Khuri, F. R. and Pawel, J. and Gatzemeier, U. and Miller, W. H. and Jotte, R. M. and Treut, J. and Sun, S. L. and Zhang, J. K. and Dziewanowska, Z. E. and Negro-Vilar, A."
